Ticker SYMBOL,資料日期,單月營收年增率(%),毛利率(%),營業利益率(%),單季EPS,ROE(%),稅後淨利率(%),負債比率(%),本業獲利比(%),預估殖利率(%),Revenue_Growth_Score,Profitability_Score,BalanceSheet_Score,Dividend_Score,Quality_Total_Score,資料來源
5608.TW,2025-12-31,,16.39,7.28,,0.05,0.55,47.3,-197.23,,0.0,0.1429527777777778,0.32700000000000007,0.0,0.13178347222222225,fundamentals_clean
5706.TW,2025-12-31,,15.37,7.89,,3.04,7.98,40.0,75.39,534.0,0.0,0.23626111111111112,0.8615833333333334,1.0,0.4480872222222222,fundamentals_clean
5871.TW,2025-12-31,,36.79,-39.58,,2.44,87.02,79.97,-30.16,567.0,0.0,0.4266111111111111,0.00030000000000002247,1.0,0.2993888888888889,fundamentals_clean
5876.TW,2025-12-31,,,,,0.88,19.01,88.72,,455.0,0.0,0.23762500000000003,0.0,1.0,0.23316874999999998,fundamentals_clean
5880.TW,2025-12-31,,,,,1.79,26.59,94.7,,296.0,0.0,0.25,0.0,1.0,0.2375,fundamentals_clean
5906.TW,2025-12-31,,52.59,3.12,,1.06,1.47,65.09,175.1,170.0,0.0,0.299575,0.6491,1.0,0.41712625000000003,fundamentals_clean
5907.TW,2025-12-31,,85.3,-1.57,,-7.76,-42.02,82.03,3.84,,0.0,0.25,0.0,0.0,0.0875,fundamentals_clean
6005.TW,2025-12-31,,91.13,60.8,,3.35,18.96,85.95,244.66,541.0,0.0,0.737,0.5,1.0,0.5329499999999999,fundamentals_clean
6024.TW,2025-12-31,,48.65,-6.9,,3.53,51.73,85.93,-10.75,506.0,0.0,0.4925,0.0,1.0,0.32237499999999997,fundamentals_clean
6108.TW,2025-12-31,,-3.33,-15.74,,0.14,0.45,49.68,279.91,615.0,0.0,0.005625,0.8032,1.0,0.35276874999999996,fundamentals_clean
6112.TW,2025-12-31,,15.74,2.53,,2.15,2.07,62.2,73.81,140.0,0.0,0.11084166666666666,0.6264166666666666,1.0,0.34539875,fundamentals_clean
6115.TW,2025-12-31,,16.11,10.19,,2.91,7.96,36.55,90.84,682.0,0.0,0.26312222222222226,0.9345,1.0,0.4757177777777778,fundamentals_clean
6116.TW,2025-12-31,,-19.45,-38.25,,-2.45,-30.06,21.06,126.25,,0.0,0.0,1.0,0.0,0.25,fundamentals_clean
6117.TW,2025-12-31,,33.28,15.56,,6.46,17.26,62.25,82.25,312.0,0.0,0.5467111111111111,0.6775,1.0,0.5107238888888889,fundamentals_clean
6120.TW,2025-12-31,,5.63,-1.53,,-0.08,-0.18,45.27,-256.28,216.0,0.0,0.003499999999999999,0.34729999999999994,1.0,0.23804999999999998,fundamentals_clean
6128.TW,2025-12-31,,37.28,1.24,,-0.29,-0.62,57.06,-355.71,239.0,0.0,0.19173333333333334,0.2294,1.0,0.2744566666666667,fundamentals_clean
6133.TW,2025-12-31,,26.5,15.09,,2.71,10.63,34.01,113.46,137.0,0.0,0.40321944444444446,0.9599,1.0,0.5311018055555555,fundamentals_clean
6136.TW,2025-12-31,,18.98,-15.0,,-0.18,-3.29,11.52,105.53,473.0,0.0,0.07766666666666668,1.0,1.0,0.42718333333333336,fundamentals_clean
6139.TW,2025-12-31,,19.6,17.2,,11.58,11.96,67.98,83.71,267.0,0.0,0.48486111111111113,0.6202,1.0,0.4747513888888889,fundamentals_clean
6141.TW,2025-12-31,,3.31,-14.41,,-47.28,-72.24,87.99,16.45,,0.0,0.0,0.0,0.0,0.0,fundamentals_clean
6142.TW,2025-12-31,,1.82,-20.88,,-1.01,-7.75,30.0,269.23,,0.0,0.0,1.0,0.0,0.25,fundamentals_clean
6152.TW,2025-12-31,,10.85,-16.87,,-3.35,-9.27,56.6,640.63,,0.0,0.0325,0.734,0.0,0.194875,fundamentals_clean
6153.TW,2025-12-31,,-20.19,-43.32,,-10.55,-79.81,43.36,54.32,,0.0,0.0,0.6524,0.0,0.1631,fundamentals_clean
6155.TW,2025-12-31,,23.56,2.68,,1.8,18.35,24.32,13.36,238.0,0.0,0.3592861111111111,0.5,1.0,0.4007501388888889,fundamentals_clean
6164.TW,2025-12-31,,31.72,-4.21,,0.42,2.46,35.78,-106.15,431.0,0.0,0.17919444444444443,0.4422,1.0,0.32326805555555554,fundamentals_clean
6165.TW,2025-12-31,,30.75,10.59,,4.85,9.65,51.19,90.66,130.0,0.0,0.3695805555555556,0.7881,1.0,0.4763781944444445,fundamentals_clean
6166.TW,2025-12-31,,36.68,6.68,,3.21,5.78,56.21,90.58,164.0,0.0,0.31505,0.7379,1.0,0.44474250000000004,fundamentals_clean
6168.TW,2025-12-31,,20.28,-9.06,,0.07,0.46,16.91,-585.82,,0.0,0.0906388888888889,0.5,0.0,0.1567236111111111,fundamentals_clean
6176.TW,2025-12-31,,21.13,9.47,,2.55,7.87,47.58,79.55,1153.0,0.0,0.2826861111111111,0.82045,1.0,0.4540526388888889,fundamentals_clean
6177.TW,2025-12-31,,35.8,28.58,,16.87,28.0,73.64,85.74,746.0,0.0,0.8194861111111111,0.5636,1.0,0.5777201388888888,fundamentals_clean
6183.TW,2025-12-31,,41.35,19.75,,4.69,16.64,38.2,95.39,350.0,0.0,0.6074444444444445,0.9179999999999999,1.0,0.5921055555555556,fundamentals_clean
6184.TW,2025-12-31,,52.16,27.75,,0.04,0.49,35.62,374.53,670.0,0.0,0.506125,0.9438,1.0,0.5630937500000001,fundamentals_clean
6189.TW,2025-12-31,,8.7,3.89,,3.58,3.39,56.68,78.13,895.0,0.0,0.10183055555555556,0.7176166666666666,1.0,0.3650448611111111,fundamentals_clean
6191.TW,2025-12-31,,17.33,7.61,,2.91,8.24,56.54,61.09,341.0,0.0,0.24760000000000001,0.5770166666666667,1.0,0.38091416666666666,fundamentals_clean
6192.TW,2025-12-31,,30.66,14.86,,3.06,11.41,37.84,96.79,502.0,0.0,0.4337805555555555,0.9216,1.0,0.5322231944444444,fundamentals_clean
6196.TW,2025-12-31,,10.55,4.47,,4.74,5.24,71.81,72.51,209.0,0.0,0.14103333333333334,0.5194833333333333,1.0,0.3292325,fundamentals_clean
6197.TW,2025-12-31,,36.93,21.12,,5.96,16.98,39.09,97.19,444.0,0.0,0.6128388888888889,0.9091,1.0,0.5917686111111111,fundamentals_clean
6201.TW,2025-12-31,,22.34,9.36,,2.06,7.84,21.32,103.57,786.0,0.0,0.2879333333333333,1.0,1.0,0.5007766666666666,fundamentals_clean
6202.TW,2025-12-31,,40.65,1.84,,0.84,4.9,28.32,39.26,,0.0,0.27770555555555554,0.6605,0.0,0.26232194444444445,fundamentals_clean
6205.TW,2025-12-31,,39.47,8.63,,1.51,13.7,30.47,48.93,315.0,0.0,0.44904999999999995,0.7363833333333334,1.0,0.4912633333333333,fundamentals_clean
6206.TW,2025-12-31,,45.24,22.65,,4.27,20.65,15.07,91.25,620.0,0.0,0.7000555555555555,1.0,1.0,0.6450194444444445,fundamentals_clean
6209.TW,2025-12-31,,20.93,8.0,,2.4,6.18,35.85,89.08,,0.0,0.24574999999999997,0.9415,0.0,0.3213875,fundamentals_clean
6213.TW,2025-12-31,,14.14,7.02,,2.01,4.8,44.35,97.59,106.0,0.0,0.1809777777777778,0.8565,1.0,0.4274672222222222,fundamentals_clean
6214.TW,2025-12-31,,24.72,3.06,,3.56,5.97,49.9,44.02,484.0,0.0,0.21478055555555553,0.5011666666666668,1.0,0.3504648611111111,fundamentals_clean
6215.TW,2025-12-31,,26.16,9.7,,4.16,9.51,39.32,82.96,159.0,0.0,0.33343055555555556,0.9068,1.0,0.49340069444444445,fundamentals_clean
6216.TW,2025-12-31,,41.42,-4.77,,1.07,12.4,6.27,-35.97,1016.0,0.0,0.35733333333333334,0.5,1.0,0.4000666666666667,fundamentals_clean
6224.TW,2025-12-31,,22.79,-5.84,,-1.19,-3.83,45.22,116.49,314.0,0.0,0.09883333333333333,0.8478,1.0,0.3965416666666667,fundamentals_clean
6225.TW,2025-12-31,,43.68,2.22,,4.05,15.69,11.55,14.13,,0.0,0.4332138888888889,0.5,0.0,0.27662486111111106,fundamentals_clean
6226.TW,2025-12-31,,28.7,-8.32,,-1.03,-7.98,43.21,128.15,,0.0,0.13166666666666665,0.8679,0.0,0.26305833333333334,fundamentals_clean
6230.TW,2025-12-31,,17.0,1.66,,-1.72,-3.97,43.95,-31.77,16.0,0.0,0.08326666666666667,0.36049999999999993,1.0,0.26926833333333333,fundamentals_clean
6235.TW,2025-12-31,,26.37,9.21,,2.22,6.23,51.73,120.02,261.0,0.0,0.28869722222222227,0.7827000000000001,1.0,0.44671902777777783,fundamentals_clean
6239.TW,2025-12-31,,18.64,12.6,,2.61,8.71,42.13,88.4,347.0,0.0,0.3106527777777778,0.8787,1.0,0.47840347222222224,fundamentals_clean
6243.TW,2025-12-31,,42.09,-14.45,,-1.2,-7.62,33.9,231.99,419.0,0.0,0.20605555555555558,0.9610000000000001,1.0,0.4623694444444445,fundamentals_clean
6257.TW,2025-12-31,,29.71,20.18,,4.25,20.08,42.18,84.04,268.0,0.0,0.5890777777777778,0.8782,1.0,0.5757272222222223,fundamentals_clean
6269.TW,2025-12-31,,1.02,-15.06,,-2.59,-10.65,36.45,111.06,,0.0,0.0,0.9355,0.0,0.233875,fundamentals_clean
6271.TW,2025-12-31,,28.89,14.31,,1.75,16.57,22.18,75.92,198.0,0.0,0.4829472222222222,0.966,1.0,0.5605315277777777,fundamentals_clean
6272.TW,2025-12-31,,24.18,5.1,,1.74,3.79,51.41,82.67,256.0,0.0,0.20493055555555556,0.7859,1.0,0.4182006944444444,fundamentals_clean
6277.TW,2025-12-31,,57.59,13.93,,1.91,6.79,30.48,132.34,666.0,0.0,0.474175,0.9952,1.0,0.56476125,fundamentals_clean
6278.TW,2025-12-31,,13.06,6.96,,3.17,6.03,55.48,88.26,584.0,0.0,0.18975277777777777,0.7452000000000001,1.0,0.4027134722222222,fundamentals_clean
6281.TW,2025-12-31,,21.75,1.87,,2.23,1.55,67.92,96.03,594.0,0.0,0.13113055555555556,0.6208,1.0,0.35109569444444444,fundamentals_clean
6282.TW,2025-12-31,,26.58,3.9,,2.1,5.23,55.41,97.17,114.0,0.0,0.22426388888888887,0.7459,1.0,0.4149673611111111,fundamentals_clean
6283.TW,2025-12-31,,21.0,-2.16,,-0.13,-0.57,25.66,-51.48,,0.0,0.08888888888888889,0.5,0.0,0.15611111111111112,fundamentals_clean
6285.TW,2025-12-31,,14.09,4.06,,2.88,3.65,54.47,87.78,267.0,0.0,0.13672499999999999,0.7553,1.0,0.38667874999999996,fundamentals_clean
6405.TW,2025-12-31,,-5553.06,-25797.96,,-0.55,-14973.47,0.5,185.26,27.0,0.0,0.0,1.0,1.0,0.4,fundamentals_clean
6409.TW,2025-12-31,,29.03,21.36,,5.58,11.5,44.08,149.46,582.0,0.0,0.49809999999999993,0.8592,1.0,0.5391349999999999,fundamentals_clean
6412.TW,2025-12-31,,16.17,5.02,,3.08,6.01,54.72,72.49,507.0,0.0,0.18738055555555555,0.6902166666666667,1.0,0.3881373611111111,fundamentals_clean
6414.TW,2025-12-31,,20.63,8.17,,1.36,2.2,61.14,156.13,448.0,0.0,0.1960333333333333,0.6886,1.0,0.3907616666666667,fundamentals_clean
6415.TW,2025-12-31,,51.19,14.13,,2.14,15.01,14.53,87.98,93.0,0.0,0.5789249999999999,1.0,1.0,0.60262375,fundamentals_clean
6416.TW,2025-12-31,,22.2,8.23,,2.74,8.71,37.22,76.7,371.0,0.0,0.28673055555555554,0.9003000000000001,1.0,0.4754306944444444,fundamentals_clean
6426.TW,2025-12-31,,35.98,8.38,,1.28,8.25,11.39,64.15,32.0,0.0,0.3590361111111111,0.8679166666666667,1.0,0.4926418055555556,fundamentals_clean
6431.TW,2025-12-31,,20.91,-30.99,,-10.49,-53.41,51.12,65.99,,0.0,0.08838888888888889,0.67205,0.0,0.19894861111111112,fundamentals_clean
6438.TW,2025-12-31,,22.86,5.32,,1.61,5.5,43.04,93.85,343.0,0.0,0.22117222222222224,0.8696,1.0,0.4448102777777778,fundamentals_clean
6442.TW,2025-12-31,,57.57,26.94,,10.69,24.4,49.04,85.56,43.0,0.0,0.821125,0.8096,1.0,0.63979375,fundamentals_clean
6443.TW,2025-12-31,,-217.48,-539.93,,-61.05,-596.13,45.03,98.7,,0.0,0.0,0.8497,0.0,0.212425,fundamentals_clean
6446.TW,2025-12-31,,88.86,31.99,,4.62,30.24,14.53,77.58,16.0,0.0,0.75,0.9798333333333333,1.0,0.6574583333333334,fundamentals_clean
6449.TW,2025-12-31,,36.12,19.19,,4.61,17.79,43.68,84.76,209.0,0.0,0.5871638888888888,0.8632,1.0,0.571307361111111,fundamentals_clean
6451.TW,2025-12-31,,20.81,9.06,,1.24,4.6,59.92,65.6,12.0,0.0,0.23593333333333333,0.5808,1.0,0.37777666666666665,fundamentals_clean
6456.TW,2025-12-31,,5.73,-1.64,,-0.46,-0.84,54.34,231.89,,0.0,0.004055555555555558,0.7565999999999999,0.0,0.19056944444444443,fundamentals_clean
6464.TW,2025-12-31,,48.41,23.94,,0.24,1.75,52.9,358.42,424.0,0.0,0.5024416666666667,0.771,1.0,0.5186045833333334,fundamentals_clean
6472.TW,2025-12-31,,36.46,11.47,,1.9,6.83,60.92,68.86,260.0,0.0,0.3748527777777778,0.5979666666666666,1.0,0.43069013888888885,fundamentals_clean
6477.TW,2025-12-31,,19.1,4.84,,-0.39,-6.56,58.64,-70.75,92.0,0.0,0.12673333333333334,0.2136,1.0,0.24775666666666665,fundamentals_clean
6491.TW,2025-12-31,,52.6,26.68,,3.65,22.21,27.44,94.02,379.0,0.0,0.75,1.0,1.0,0.6625,fundamentals_clean
6504.TW,2025-12-31,,14.29,4.43,,2.23,4.49,64.85,64.58,245.0,0.0,0.15203611111111112,0.5230000000000001,1.0,0.3339626388888889,fundamentals_clean
6505.TW,2025-12-31,,5.67,3.69,,1.41,3.55,13.26,79.05,146.0,0.0,0.08499722222222222,0.9920833333333333,1.0,0.42776986111111115,fundamentals_clean
6515.TW,2025-12-31,,41.7,21.22,,7.5,21.64,28.74,82.93,38.0,0.0,0.697338888888889,1.0,1.0,0.6440686111111111,fundamentals_clean
6525.TW,2025-12-31,,24.48,18.19,,4.12,14.48,31.18,92.18,528.0,0.0,0.4711222222222222,0.9882,1.0,0.5619427777777778,fundamentals_clean
6526.TW,2025-12-31,,53.63,10.48,,2.56,12.19,23.17,77.77,262.0,0.0,0.5071749999999999,0.9814166666666666,1.0,0.5728654166666666,fundamentals_clean
6531.TW,2025-12-31,,49.86,30.64,,6.19,40.98,16.12,62.98,159.0,0.0,0.7640972222222222,0.8581666666666666,1.0,0.6319756944444445,fundamentals_clean
6533.TW,2025-12-31,,99.95,-10.46,,-0.58,-5.71,29.38,118.67,,0.0,0.25,1.0,0.0,0.3375,fundamentals_clean
6534.TW,2025-12-31,,80.7,12.79,,1.63,13.34,24.86,71.04,527.0,0.0,0.5446500000000001,0.9253333333333333,1.0,0.5719608333333334,fundamentals_clean
6541.TW,2025-12-31,,-136.19,-201.86,,-7.39,-235.0,28.48,85.9,,0.0,0.0,1.0,0.0,0.25,fundamentals_clean
6550.TW,2025-12-31,,-1899.75,-12164.27,,-31.75,-27943.98,35.16,43.53,,0.0,0.0,0.6444833333333333,0.0,0.16112083333333332,fundamentals_clean
6552.TW,2025-12-31,,-34.75,-49.66,,-52.89,-304.07,48.1,17.52,78.0,0.0,0.0,0.31899999999999995,1.0,0.22974999999999998,fundamentals_clean
6558.TW,2025-12-31,,13.17,-13.73,,-3.92,-22.04,20.56,64.64,110.0,0.0,0.04538888888888889,0.872,1.0,0.3838861111111111,fundamentals_clean
6573.TW,2025-12-31,,19.99,-5.01,,-4.41,-16.12,61.44,33.66,,0.0,0.08327777777777777,0.29943333333333333,0.0,0.10400555555555555,fundamentals_clean
6579.TW,2025-12-31,,33.34,7.85,,2.3,12.12,19.89,49.98,454.0,0.0,0.3874444444444445,0.7498333333333334,1.0,0.47306388888888895,fundamentals_clean
6581.TW,2025-12-31,,51.57,40.46,,4.26,32.82,17.24,98.45,498.0,0.0,0.75,1.0,1.0,0.6625,fundamentals_clean
6582.TW,2025-12-31,,-11.39,-39.96,,-0.37,-18.71,3.31,190.04,295.0,0.0,0.0,1.0,1.0,0.4,fundamentals_clean
6585.TW,2025-12-31,,34.67,20.34,,3.39,18.09,20.79,86.13,859.0,0.0,0.5943583333333333,1.0,1.0,0.6080254166666667,fundamentals_clean
6589.TW,2025-12-31,,34.58,-73.92,,-2.07,-47.41,23.8,155.34,,0.0,0.16433333333333333,1.0,0.0,0.30751666666666666,fundamentals_clean
6591.TW,2025-12-31,,26.98,5.7,,1.4,8.22,36.14,48.61,387.0,0.0,0.2818611111111111,0.6770166666666666,1.0,0.41790555555555553,fundamentals_clean
6592.TW,2025-12-31,,58.99,36.02,,2.24,16.83,86.83,171.34,475.0,0.0,0.710375,0.5,1.0,0.52363125,fundamentals_clean
6598.TW,2025-12-31,,41.68,-58.92,,-9.99,-55.17,36.49,106.9,,0.0,0.20377777777777778,0.9351,0.0,0.30509722222222224,fundamentals_clean
6605.TW,2025-12-31,,32.06,16.78,,4.17,17.03,37.86,80.07,682.0,0.0,0.5310083333333334,0.9214,1.0,0.5662029166666667,fundamentals_clean
6606.TW,2025-12-31,,38.16,25.82,,2.17,16.77,19.48,96.77,427.0,0.0,0.6438472222222222,1.0,1.0,0.6253465277777778,fundamentals_clean
6614.TW,2025-12-31,,13.74,6.53,,5.59,5.26,56.52,97.08,373.0,0.0,0.18698055555555554,0.7347999999999999,1.0,0.3991431944444444,fundamentals_clean
6625.TW,2025-12-31,,17.01,11.93,,7.99,10.85,47.55,85.19,656.0,0.0,0.35902222222222224,0.8245,1.0,0.4817827777777778,fundamentals_clean
6641.TW,2025-09-30,,32.96,0.69,0.16,0.69,2.19,30.2,30.86,539.0,0.0,0.18960833333333335,0.5885,1.0,0.3634879166666667,fundamentals_clean
6645.TW,2025-12-31,,16.86,-15.17,,-5.34,-15.48,49.61,95.8,,0.0,0.06588888888888889,0.8039000000000001,0.0,0.22403611111111113,fundamentals_clean
6655.TW,2025-12-31,,51.82,18.59,,4.43,15.45,71.01,95.84,187.0,0.0,0.629025,0.5898999999999999,1.0,0.5176337499999999,fundamentals_clean
6657.TW,2025-12-31,,71.69,-2465.83,,-7.23,-2301.67,5.55,107.13,,0.0,0.25,1.0,0.0,0.3375,fundamentals_clean
6658.TW,2025-09-30,,19.38,-2.59,0.06,0.17,0.63,54.62,-1361.15,149.0,0.0,0.08776388888888889,0.2538,1.0,0.2441673611111111,fundamentals_clean
6666.TW,2025-12-31,,64.76,-4.22,,-0.57,-3.78,25.13,1041.05,498.0,0.0,0.25,1.0,1.0,0.48750000000000004,fundamentals_clean
6668.TW,2025-12-31,,3.77,-22.45,,-3.99,-24.95,40.78,92.79,,0.0,0.0,0.8922,0.0,0.22305,fundamentals_clean
6669.TW,2025-12-31,,7.23,5.63,,11.06,4.72,63.14,94.29,217.0,0.0,0.2034388888888889,0.6686,1.0,0.3883536111111111,fundamentals_clean
6670.TW,2025-12-31,,26.77,18.19,,5.88,12.44,38.26,105.4,765.0,0.0,0.46934444444444445,0.9174,1.0,0.5436205555555556,fundamentals_clean
6671.TW,2025-12-31,,37.85,10.78,,2.43,8.15,20.74,86.43,852.0,0.0,0.392175,1.0,1.0,0.53726125,fundamentals_clean
6672.TW,2025-12-31,,32.11,10.88,,2.77,8.93,28.63,101.1,259.0,0.0,0.3710361111111111,1.0,1.0,0.5298626388888888,fundamentals_clean
6674.TW,2025-12-31,,34.64,10.45,,-1.12,-8.27,23.26,100.93,,0.0,0.26916666666666667,1.0,0.0,0.34420833333333334,fundamentals_clean
6689.TW,2025-12-31,,12.24,2.61,,2.48,2.55,47.78,82.85,270.0,0.0,0.09819722222222223,0.8222,1.0,0.38991902777777776,fundamentals_clean
6691.TW,2025-12-31,,19.47,16.92,,12.9,14.04,61.15,95.11,285.0,0.0,0.523838888888889,0.6885,1.0,0.5054686111111112,fundamentals_clean
6695.TW,2025-12-31,,42.12,-18.67,,0.18,0.97,15.89,-1933.04,,0.0,0.2183472222222222,0.5,0.0,0.20142152777777778,fundamentals_clean
6698.TW,2025-12-31,,17.42,-1.59,,-0.72,-3.83,34.54,-111.49,,0.0,0.069,0.4546,0.0,0.1378,fundamentals_clean
6706.TW,2025-12-31,,6.83,-86.85,,-0.48,-15.6,50.46,3802.82,,0.0,0.010166666666666668,0.7954,0.0,0.20240833333333333,fundamentals_clean
6715.TW,2025-12-31,,38.44,12.21,,1.18,9.3,22.86,83.26,126.0,0.0,0.4241277777777778,1.0,1.0,0.5484447222222223,fundamentals_clean
