Ticker SYMBOL,資料日期,單月營收年增率(%),毛利率(%),營業利益率(%),單季EPS,ROE(%),稅後淨利率(%),負債比率(%),本業獲利比(%),預估殖利率(%),Revenue_Growth_Score,Profitability_Score,BalanceSheet_Score,Dividend_Score,Quality_Total_Score,資料來源
2241.TW,2025-12-31,,14.37,-1.51,,-0.69,-3.81,33.54,-454.49,,0.0,0.05205555555555555,0.4646,0.0,0.13436944444444443,fundamentals_clean
2243.TW,2025-12-31,,22.27,16.03,,11.43,14.57,76.13,107.83,,0.0,0.5187444444444445,0.5387000000000001,0.0,0.3162355555555556,fundamentals_clean
2247.TW,2025-12-31,,11.04,2.77,,2.17,2.28,40.98,96.38,1064.0,0.0,0.08975555555555555,0.8902000000000001,1.0,0.40396444444444446,fundamentals_clean
2248.TW,2025-12-31,,31.94,17.52,,5.56,14.03,45.11,98.0,568.0,0.0,0.5072416666666666,0.8489,1.0,0.5397595833333333,fundamentals_clean
2250.TW,2025-12-31,,16.71,2.64,,1.41,3.52,40.99,60.66,552.0,0.0,0.13545555555555555,0.7289333333333333,1.0,0.3796427777777778,fundamentals_clean
2254.TW,2025-12-31,,-21.68,-98.59,,-4.22,-91.16,49.47,135.38,,0.0,0.0,0.8053,0.0,0.201325,fundamentals_clean
2258.TW,2025-12-31,,19.82,-262.93,,-11.12,-259.75,21.05,101.22,,0.0,0.08233333333333334,1.0,0.0,0.27881666666666666,fundamentals_clean
2301.TW,2025-12-31,,21.72,10.48,,4.29,8.7,56.25,89.2,518.0,0.0,0.30643888888888887,0.7375,1.0,0.44162861111111107,fundamentals_clean
2302.TW,2025-12-31,,36.04,11.05,,0.87,7.47,30.62,65.51,333.0,0.0,0.37631944444444443,0.8730500000000001,1.0,0.49997430555555555,fundamentals_clean
2303.TW,2025-12-31,,30.67,21.61,,2.65,16.27,34.39,86.15,532.0,0.0,0.5620861111111111,0.9561,1.0,0.5857551388888889,fundamentals_clean
2305.TW,2025-12-31,,51.08,2.54,,1.51,16.63,20.87,9.15,,0.0,0.48327499999999995,0.5,0.0,0.29414624999999994,fundamentals_clean
2308.TW,2025-12-31,,34.59,16.39,,5.32,10.72,49.13,103.26,49.0,0.0,0.466288888888889,0.8087,1.0,0.5153761111111111,fundamentals_clean
2312.TW,2025-12-31,,5.36,1.64,,0.82,0.7,69.02,109.08,275.0,0.0,0.02715,0.6098000000000001,1.0,0.3119525,fundamentals_clean
2313.TW,2025-12-31,,18.7,11.01,,4.74,10.79,47.11,90.96,108.0,0.0,0.32108611111111107,0.8289,1.0,0.4696051388888889,fundamentals_clean
2314.TW,2025-12-31,,2.93,-21.62,,-109.99,-22.22,95.9,102.64,,0.0,0.0,0.5,0.0,0.125,fundamentals_clean
2316.TW,2025-12-31,,5.71,-7.4,,3.71,41.63,31.75,-14.68,50.0,0.0,0.2539444444444444,0.4825,1.0,0.3595055555555555,fundamentals_clean
2317.TW,2025-12-31,,5.88,3.28,,2.29,1.73,61.39,104.02,301.0,0.0,0.05931388888888888,0.6860999999999999,1.0,0.3422848611111111,fundamentals_clean
2321.TW,2025-12-31,,29.8,-4.96,,-1.91,-4.85,63.77,91.5,,0.0,0.13777777777777778,0.6622999999999999,0.0,0.2137972222222222,fundamentals_clean
2323.TW,2025-12-31,,23.42,-1.0,,6.73,68.8,32.04,-1.21,275.0,0.0,0.37395833333333334,0.4796,1.0,0.40078541666666667,fundamentals_clean
2324.TW,2025-12-31,,5.82,1.38,,0.95,0.74,66.35,104.77,401.0,0.0,0.027605555555555557,0.6365000000000001,1.0,0.31878694444444444,fundamentals_clean
2327.TW,2025-12-31,,37.3,24.3,,3.88,18.77,55.48,100.38,203.0,0.0,0.6570694444444444,0.7452000000000001,1.0,0.5662743055555556,fundamentals_clean
2328.TW,2025-12-31,,12.48,4.06,,1.03,3.57,28.28,83.65,248.0,0.0,0.12678055555555556,1.0,1.0,0.44437319444444445,fundamentals_clean
2329.TW,2025-12-31,,15.35,8.18,,3.62,7.84,46.15,87.63,199.0,0.0,0.23729999999999998,0.8385,1.0,0.44267999999999996,fundamentals_clean
2330.TW,2025-12-31,,62.33,54.0,19.5,9.26,48.35,31.16,95.36,133.0,0.0,0.80325,0.9884,1.0,0.6782374999999999,fundamentals_clean
2331.TW,2025-12-31,,9.91,-0.28,,-0.14,-0.27,52.85,158.74,100.0,0.0,0.02727777777777778,0.7715,1.0,0.3524222222222222,fundamentals_clean
2332.TW,2025-12-31,,23.5,-6.16,,-2.33,-7.3,32.04,138.87,66.0,0.0,0.10277777777777777,0.9796,1.0,0.4308722222222222,fundamentals_clean
2337.TW,2025-12-31,,24.17,-5.08,,-0.64,-3.82,41.65,129.71,,0.0,0.10650000000000001,0.8835,0.0,0.25815,fundamentals_clean
2338.TW,2025-12-31,,5.4,-14.33,,-8.34,-26.47,75.14,40.03,,0.0,0.0022222222222222244,0.21551666666666666,0.0,0.054656944444444445,fundamentals_clean
2340.TW,2025-12-31,,-9.53,-33.02,,-4.25,-28.23,51.93,115.43,,0.0,0.0,0.7807,0.0,0.195175,fundamentals_clean
2342.TW,2025-12-31,,9.49,-12.76,,-1.76,-9.26,25.13,137.72,107.0,0.0,0.024944444444444446,1.0,1.0,0.4087305555555556,fundamentals_clean
2344.TW,2025-12-31,,41.86,15.57,,3.0,12.85,40.62,103.2,54.0,0.0,0.5211027777777778,0.8938,1.0,0.5558359722222223,fundamentals_clean
2345.TW,2025-12-31,,17.9,12.63,,14.5,11.6,59.76,88.17,69.0,0.0,0.46171666666666666,0.7024,1.0,0.4872008333333333,fundamentals_clean
2347.TW,2025-12-31,,4.26,2.78,,3.32,2.19,61.72,93.07,517.0,0.0,0.055175,0.6828000000000001,1.0,0.34001125,fundamentals_clean
2348.TW,2025-12-31,,34.04,22.47,,4.66,16.69,78.06,95.38,1125.0,0.0,0.5946583333333333,0.5194,1.0,0.4879804166666667,fundamentals_clean
2349.TW,2025-12-31,,17.24,-2.29,,-0.13,-0.77,48.48,166.3,,0.0,0.06799999999999999,0.8152,0.0,0.2276,fundamentals_clean
2351.TW,2025-12-31,,15.8,6.88,,2.0,5.64,42.86,89.63,251.0,0.0,0.19929999999999998,0.8714,1.0,0.437605,fundamentals_clean
2352.TW,2025-12-31,,17.06,1.59,,0.09,0.1,70.55,185.14,1523.0,0.0,0.08414999999999999,0.5945,1.0,0.3280775,fundamentals_clean
2353.TW,2025-12-31,,11.56,2.51,,1.09,1.44,61.42,85.61,481.0,0.0,0.07954444444444445,0.6858,1.0,0.34929055555555555,fundamentals_clean
2354.TW,2025-12-31,,4.22,2.15,,0.85,2.12,32.67,68.07,272.0,0.0,0.048,0.8738833333333333,1.0,0.38527083333333334,fundamentals_clean
2355.TW,2025-12-31,,13.97,5.59,,1.47,6.37,28.54,67.09,358.0,0.0,0.18535833333333335,0.8924166666666666,1.0,0.4379795833333333,fundamentals_clean
2356.TW,2025-12-31,,5.21,1.48,,2.71,1.21,76.95,92.62,416.0,0.0,0.031091666666666667,0.5305,1.0,0.2935070833333333,fundamentals_clean
2357.TW,2025-12-31,,15.94,4.71,,3.83,5.62,52.89,73.27,613.0,0.0,0.17812777777777777,0.7150166666666666,1.0,0.3910988888888889,fundamentals_clean
2359.TW,2025-12-31,,24.1,1.99,,3.11,18.24,37.92,8.06,93.0,0.0,0.3540111111111111,0.42079999999999995,1.0,0.3791038888888889,fundamentals_clean
2360.TW,2025-12-31,,60.8,34.63,,7.83,29.72,30.94,87.19,59.0,0.0,0.785375,0.9905999999999999,1.0,0.67253125,fundamentals_clean
2362.TW,2025-12-31,,20.8,5.62,,0.65,5.46,56.99,96.41,673.0,0.0,0.2122277777777778,0.7301,1.0,0.4068047222222222,fundamentals_clean
2363.TW,2025-12-31,,27.33,-2.92,,0.2,4.53,9.97,-59.74,108.0,0.0,0.18068055555555554,0.5,1.0,0.3382381944444445,fundamentals_clean
2364.TW,2025-12-31,,39.87,7.85,,6.84,16.2,46.59,47.38,,0.0,0.4977222222222222,0.5622666666666667,0.0,0.31476944444444444,fundamentals_clean
2365.TW,2025-12-31,,39.89,3.93,,0.69,8.77,12.63,34.09,197.0,0.0,0.34275833333333333,0.6174166666666667,1.0,0.4243195833333333,fundamentals_clean
2367.TW,2025-12-31,,8.85,-4.91,,-0.17,-0.57,48.15,1272.08,98.0,0.0,0.021388888888888888,0.8185,1.0,0.3621111111111111,fundamentals_clean
2368.TW,2025-12-31,,33.66,24.3,,8.75,17.86,55.8,93.14,66.0,0.0,0.6723472222222222,0.742,1.0,0.5708215277777777,fundamentals_clean
2369.TW,2025-12-31,,2.66,-3.15,,-0.51,-1.64,34.46,165.35,103.0,0.0,0.0,0.9554,1.0,0.38885000000000003,fundamentals_clean
2371.TW,2025-12-31,,16.12,3.04,,-23.05,-93.56,62.87,-3.29,984.0,0.0,0.09217777777777779,0.1713,1.0,0.22508722222222222,fundamentals_clean
2373.TW,2025-12-31,,42.69,8.53,,2.79,8.98,50.73,68.46,661.0,0.0,0.4069388888888889,0.6965333333333333,1.0,0.46656194444444443,fundamentals_clean
2374.TW,2025-12-31,,21.67,8.3,,3.6,8.97,32.96,75.99,90.0,0.0,0.2877361111111111,0.9369833333333333,1.0,0.4849534722222222,fundamentals_clean
2375.TW,2025-12-31,,19.39,7.43,,1.05,7.77,32.18,63.89,207.0,0.0,0.2513694444444444,0.84395,1.0,0.44896680555555557,fundamentals_clean
2376.TW,2025-12-31,,10.28,4.5,,4.85,3.32,60.8,99.31,439.0,0.0,0.11583333333333333,0.692,1.0,0.36354166666666665,fundamentals_clean
2377.TW,2025-12-31,,11.11,2.65,,2.99,2.83,54.86,81.88,573.0,0.0,0.09581944444444444,0.7514000000000001,1.0,0.3713868055555556,fundamentals_clean
2379.TW,2025-12-31,,48.08,8.81,,5.08,10.1,59.81,77.58,523.0,0.0,0.45468333333333333,0.6817333333333333,1.0,0.47957249999999996,fundamentals_clean
2380.TW,2025-12-31,,24.41,-1.5,,-10.69,-7.55,77.52,24.95,,0.0,0.10783333333333334,0.06605000000000004,0.0,0.05425416666666667,fundamentals_clean
2382.TW,2025-12-31,,6.33,3.76,,8.68,3.48,80.96,87.41,457.0,0.0,0.13448888888888888,0.5,1.0,0.3220711111111111,fundamentals_clean
2383.TW,2025-12-31,,28.58,19.77,,7.41,14.99,53.26,106.65,60.0,0.0,0.5462,0.7674000000000001,1.0,0.53302,fundamentals_clean
2385.TW,2025-12-31,,16.76,6.66,,1.44,3.27,48.23,131.19,595.0,0.0,0.17280833333333334,0.8177000000000001,1.0,0.4149079166666667,fundamentals_clean
2387.TW,2025-12-31,,13.53,3.69,,1.51,4.04,42.01,58.42,1013.0,0.0,0.1347888888888889,0.7000666666666666,1.0,0.37219277777777776,fundamentals_clean
2388.TW,2025-12-31,,20.64,-8.17,,2.98,22.29,36.58,-34.17,39.0,0.0,0.3368888888888889,0.43420000000000003,1.0,0.37646111111111114,fundamentals_clean
2390.TW,2025-12-31,,19.09,-7.49,,-1.77,-24.3,14.21,31.57,,0.0,0.07827777777777778,0.5964166666666667,0.0,0.1765013888888889,fundamentals_clean
2392.TW,2025-12-31,,-1.63,-10.64,,-3.36,-3.25,79.6,77.29,735.0,0.0,0.0,0.48141666666666677,1.0,0.2703541666666667,fundamentals_clean
2393.TW,2025-12-31,,30.24,10.92,,2.73,12.1,30.71,79.58,773.0,0.0,0.4006722222222222,0.9894000000000001,1.0,0.5375852777777778,fundamentals_clean
2395.TW,2025-12-31,,39.78,15.77,,5.64,17.32,27.3,76.78,259.0,0.0,0.5754222222222223,0.9731666666666667,1.0,0.5946894444444445,fundamentals_clean
2397.TW,2025-12-31,,25.36,4.22,,0.03,0.07,53.85,-199.77,636.0,0.0,0.15618611111111108,0.26149999999999995,1.0,0.2700401388888889,fundamentals_clean
2399.TW,2025-12-31,,8.4,-12.64,,2.05,14.13,16.17,-69.45,,0.0,0.1955138888888889,0.5,0.0,0.1934298611111111,fundamentals_clean
2401.TW,2025-12-31,,45.66,-9.0,,-0.6,-4.22,24.34,-701.6,,0.0,0.22588888888888886,0.5,0.0,0.20406111111111108,fundamentals_clean
2402.TW,2025-12-31,,19.8,9.39,,2.53,6.88,51.87,111.19,374.0,0.0,0.26212222222222226,0.7813,1.0,0.43706777777777783,fundamentals_clean
2404.TW,2025-12-31,,17.19,13.89,,14.02,12.86,76.06,84.51,338.0,0.0,0.4801222222222222,0.5394,1.0,0.4528927777777778,fundamentals_clean
2405.TW,2025-12-31,,27.81,-9.57,,-0.48,-3.79,18.11,170.76,112.0,0.0,0.1267222222222222,1.0,1.0,0.4443527777777778,fundamentals_clean
2406.TW,2025-12-31,,11.28,-2.45,,-0.01,-0.03,49.11,-73.73,,0.0,0.034888888888888886,0.3089,0.0,0.0894361111111111,fundamentals_clean
2408.TW,2025-12-31,,49.05,39.15,,6.5,36.86,18.19,88.04,,0.0,0.7634722222222222,1.0,0.0,0.5172152777777778,fundamentals_clean
2409.TW,2025-12-31,,10.73,-2.7,,1.76,4.11,57.11,-65.54,715.0,0.0,0.08320833333333334,0.2289,1.0,0.23634791666666666,fundamentals_clean
2412.TW,2025-12-31,,33.3,17.6,,2.32,14.25,25.21,94.4,373.0,0.0,0.5113472222222222,1.0,1.0,0.5789715277777777,fundamentals_clean
2413.TW,2025-12-31,,17.05,3.38,,4.21,9.66,51.61,28.76,,0.0,0.22149444444444444,0.35690000000000005,0.0,0.16674805555555555,fundamentals_clean
2414.TW,2025-12-31,,8.1,2.32,,2.89,1.85,57.54,90.94,583.0,0.0,0.06354722222222223,0.7246,1.0,0.35339152777777777,fundamentals_clean
2415.TW,2025-12-31,,25.38,12.69,,1.3,6.46,68.79,108.74,401.0,0.0,0.32087222222222217,0.6120999999999999,1.0,0.41533027777777776,fundamentals_clean
2417.TW,2025-12-31,,56.31,8.46,,2.04,9.13,31.82,58.35,59.0,0.0,0.44872500000000004,0.8013833333333333,1.0,0.5073995833333333,fundamentals_clean
2419.TW,2025-12-31,,21.56,4.63,,-0.99,-2.38,44.44,184.64,,0.0,0.1383,0.8556,0.0,0.262305,fundamentals_clean
2420.TW,2025-12-31,,49.3,36.0,,4.54,34.55,28.76,83.07,690.0,0.0,0.7461111111111111,1.0,1.0,0.6611388888888888,fundamentals_clean
2421.TW,2025-12-31,,32.82,16.55,,7.03,12.71,49.0,101.58,301.0,0.0,0.5043055555555556,0.81,1.0,0.5290069444444444,fundamentals_clean
2423.TW,2025-12-31,,51.76,17.92,,4.54,15.64,20.71,100.87,421.0,0.0,0.6247,1.0,1.0,0.618645,fundamentals_clean
2424.TW,2025-12-31,,27.86,-42.53,,-0.86,-5.23,32.33,2144.82,,0.0,0.127,0.9767,0.0,0.288625,fundamentals_clean
2425.TW,2025-12-31,,8.5,0.95,,2.1,7.83,42.96,16.43,58.0,0.0,0.12681944444444446,0.37039999999999995,1.0,0.28698680555555556,fundamentals_clean
2426.TW,2025-12-31,,10.78,-2.92,,-0.6,-4.41,18.66,318.13,26.0,0.0,0.032111111111111104,1.0,1.0,0.41123888888888893,fundamentals_clean
2427.TW,2025-12-31,,16.95,3.22,,2.55,3.33,53.12,75.89,301.0,0.0,0.1402138888888889,0.73455,1.0,0.3827123611111111,fundamentals_clean
2428.TW,2025-12-31,,39.1,22.22,,3.77,21.24,31.95,79.26,407.0,0.0,0.6616444444444445,0.9743333333333334,1.0,0.6251588888888889,fundamentals_clean
2429.TW,2025-12-31,,4.2,-23.09,,-5.26,-24.37,55.21,90.45,,0.0,0.0,0.7479,0.0,0.186975,fundamentals_clean
2430.TW,2025-12-31,,15.74,1.16,,0.98,1.01,65.63,92.93,368.0,0.0,0.08389166666666667,0.6437,1.0,0.34028708333333335,fundamentals_clean
2431.TW,2025-12-31,,-118.71,-168.77,,-16.22,-257.97,16.13,70.56,,0.0,0.0,0.9213333333333333,0.0,0.23033333333333333,fundamentals_clean
2432.TW,2025-12-31,,14.91,7.25,,4.79,5.95,30.28,95.25,640.0,0.0,0.20193055555555556,0.9972,1.0,0.4699756944444444,fundamentals_clean
2433.TW,2025-12-31,,36.76,16.6,,2.27,13.44,44.01,95.74,659.0,0.0,0.5104444444444445,0.8599,1.0,0.5436305555555556,fundamentals_clean
2434.TW,2025-12-31,,-37.47,-176.51,,-2.39,-102.09,32.99,173.15,,0.0,0.0,0.9701,0.0,0.242525,fundamentals_clean
2436.TW,2025-12-31,,30.84,3.81,,7.1,31.89,32.27,11.34,252.0,0.0,0.45790555555555557,0.47729999999999995,1.0,0.4295919444444445,fundamentals_clean
2438.TW,2025-12-31,,51.08,-3.31,,-2.98,-13.11,68.73,21.01,,0.0,0.25,0.12111666666666665,0.0,0.11777916666666666,fundamentals_clean
2439.TW,2025-12-31,,11.63,3.84,,2.08,2.81,57.39,71.16,870.0,0.0,0.11035833333333334,0.6524333333333332,1.0,0.35173374999999996,fundamentals_clean
2440.TW,2025-12-31,,4.12,0.7,,0.21,0.37,44.25,111.52,,0.0,0.011625,0.8575,0.0,0.21844375000000002,fundamentals_clean
2441.TW,2025-12-31,,19.91,15.72,,2.64,14.84,13.82,85.81,353.0,0.0,0.4255333333333333,1.0,1.0,0.5489366666666666,fundamentals_clean
2442.TW,2025-12-31,,33.43,26.98,,15.93,12.53,69.29,99.44,38.0,0.0,0.7011944444444445,0.6071,1.0,0.5471930555555555,fundamentals_clean
2444.TW,2025-12-31,,6.18,-15.64,,-4.56,-13.83,56.38,135.57,,0.0,0.006555555555555554,0.7362,0.0,0.18634444444444442,fundamentals_clean
2449.TW,2025-12-31,,37.66,28.21,,4.46,22.56,50.15,95.13,154.0,0.0,0.6814444444444444,0.7985,1.0,0.5881305555555555,fundamentals_clean
2450.TW,2025-12-31,,9.79,1.71,,2.65,1.66,39.69,83.41,534.0,0.0,0.06446111111111111,0.9031,1.0,0.3983363888888889,fundamentals_clean
2451.TW,2025-12-31,,61.62,55.6,,14.17,47.95,12.22,93.34,261.0,0.0,0.864625,1.0,1.0,0.70261875,fundamentals_clean
2453.TW,2025-12-31,,24.39,4.56,,4.09,3.83,50.19,92.38,500.0,0.0,0.20119722222222222,0.7981,1.0,0.41994402777777773,fundamentals_clean
2454.TW,2025-12-31,,46.13,14.54,,5.6,15.26,44.98,80.43,365.0,0.0,0.57215,0.8502000000000001,1.0,0.5628025,fundamentals_clean
2455.TW,2025-12-31,,37.27,21.78,,5.88,20.2,29.55,84.98,124.0,0.0,0.6580777777777778,1.0,1.0,0.6303272222222223,fundamentals_clean
2457.TW,2025-12-31,,21.21,-6.78,,-2.46,-9.38,35.79,110.53,,0.0,0.09005555555555556,0.9420999999999999,0.0,0.2670444444444444,fundamentals_clean
2458.TW,2025-12-31,,49.29,23.06,,7.04,25.72,32.86,85.91,572.0,0.0,0.7521555555555556,0.9714,1.0,0.6561044444444445,fundamentals_clean
2459.TW,2025-12-31,,31.69,18.08,,1.34,6.26,34.84,110.12,617.0,0.0,0.4073277777777778,0.9516,1.0,0.5304647222222222,fundamentals_clean
2460.TW,2025-12-31,,3.88,-6.62,,-4.7,-7.45,69.65,91.36,,0.0,0.0,0.6034999999999999,0.0,0.15087499999999998,fundamentals_clean
2461.TW,2025-12-31,,18.99,-2.18,,-1.3,-3.7,52.58,50.2,927.0,0.0,0.07772222222222222,0.5258666666666667,1.0,0.30866944444444444,fundamentals_clean
2462.TW,2025-12-31,,10.79,-1.57,,1.05,4.2,37.38,-26.74,373.0,0.0,0.08466666666666667,0.42619999999999997,1.0,0.28618333333333335,fundamentals_clean
2464.TW,2025-12-31,,17.62,-3.83,,-1.07,-3.17,55.68,118.27,53.0,0.0,0.07011111111111111,0.7432000000000001,1.0,0.3603388888888889,fundamentals_clean
2465.TW,2025-12-31,,10.44,2.67,,2.68,3.14,27.52,57.56,,0.0,0.09617222222222221,0.813,0.0,0.23691027777777776,fundamentals_clean
2466.TW,2025-12-31,,-4.21,-54.52,,-6.32,-108.63,53.13,79.44,,0.0,0.0,0.7640333333333332,0.0,0.1910083333333333,fundamentals_clean
2467.TW,2025-09-30,,44.23,11.09,1.4,3.7,13.77,56.68,59.38,128.0,0.0,0.5009694444444445,0.5613666666666667,1.0,0.46568097222222227,fundamentals_clean
2468.TW,2025-12-31,,11.41,4.34,,2.62,5.22,46.67,70.47,267.0,0.0,0.14426111111111112,0.7538833333333332,1.0,0.3889622222222222,fundamentals_clean
2471.TW,2025-09-30,,48.86,20.13,1.3,7.25,25.19,40.6,65.43,605.0,0.0,0.7230916666666667,0.7725833333333334,1.0,0.5962279166666666,fundamentals_clean
2472.TW,2025-12-31,,32.6,21.22,,4.23,20.21,24.22,54.49,236.0,0.0,0.6155333333333334,0.7874166666666667,1.0,0.5622908333333333,fundamentals_clean
2474.TW,2025-12-31,,33.0,13.69,,1.63,54.51,35.88,19.77,603.0,0.0,0.5424555555555556,0.4412,1.0,0.45015944444444445,fundamentals_clean
2476.TW,2025-12-31,,32.99,19.52,,3.7,17.57,27.19,77.08,417.0,0.0,0.570325,0.9756666666666667,1.0,0.5935304166666666,fundamentals_clean
2477.TW,2025-12-31,,21.48,2.09,,0.34,2.52,45.43,191.22,583.0,0.0,0.14395555555555556,0.8457,1.0,0.41180944444444445,fundamentals_clean
2478.TW,2025-12-31,,24.27,12.13,,1.83,9.52,30.0,96.51,316.0,0.0,0.34735555555555553,1.0,1.0,0.5215744444444445,fundamentals_clean
2480.TW,2025-12-31,,24.08,10.74,,6.24,10.03,56.34,89.26,534.0,0.0,0.354275,0.7365999999999999,1.0,0.45814625,fundamentals_clean
2481.TW,2025-12-31,,32.67,8.29,,2.23,10.73,45.37,57.95,189.0,0.0,0.37074722222222223,0.6625500000000001,1.0,0.44539902777777785,fundamentals_clean
2482.TW,2025-12-31,,35.81,-37.78,,-1.85,-18.89,17.59,159.54,365.0,0.0,0.1711666666666667,1.0,1.0,0.45990833333333336,fundamentals_clean
2483.TW,2025-12-31,,8.9,-6.13,,-0.36,-2.11,38.31,343.88,144.0,0.0,0.021666666666666667,0.9169,1.0,0.3868083333333333,fundamentals_clean
2484.TW,2025-12-31,,21.81,6.3,,1.63,11.0,19.26,44.86,231.0,0.0,0.29388888888888887,0.7071666666666667,1.0,0.4296527777777778,fundamentals_clean
2485.TW,2025-12-31,,15.28,1.66,,2.19,12.39,19.22,14.89,,0.0,0.2285861111111111,0.5,0.0,0.20500513888888888,fundamentals_clean
2486.TW,2025-12-31,,15.86,3.08,,0.23,0.83,55.75,80.45,34.0,0.0,0.10150833333333333,0.7424999999999999,1.0,0.3711529166666666,fundamentals_clean
2488.TW,2025-12-31,,19.83,7.42,,2.93,11.2,26.22,54.91,650.0,0.0,0.2965888888888889,0.7909166666666667,1.0,0.4515352777777778,fundamentals_clean
2489.TW,2025-12-31,,9.15,0.67,,1.88,4.18,37.0,11.02,311.0,0.0,0.08200555555555555,0.43,1.0,0.28620194444444447,fundamentals_clean
2491.TW,2025-12-31,,43.42,-66.65,,5.79,158.32,20.68,-43.04,,0.0,0.47331944444444446,0.5,0.0,0.29066180555555554,fundamentals_clean
2492.TW,2025-12-31,,18.27,6.37,,1.39,9.94,39.87,39.08,211.0,0.0,0.2616722222222222,0.5603,1.0,0.3816602777777778,fundamentals_clean
2493.TW,2025-12-31,,29.23,16.62,,4.67,15.28,39.8,80.33,386.0,0.0,0.49181111111111114,0.902,1.0,0.5476338888888889,fundamentals_clean
2495.TW,2025-12-31,,43.31,8.93,,4.05,54.2,37.73,16.42,406.0,0.0,0.5521333333333334,0.4227,1.0,0.44892166666666666,fundamentals_clean
2496.TW,2025-12-31,,53.41,15.21,,3.75,14.41,40.07,87.06,685.0,0.0,0.582225,0.8993,1.0,0.57860375,fundamentals_clean
2497.TW,2025-12-31,,25.76,10.55,,4.44,9.26,45.72,78.06,384.0,0.0,0.33658333333333335,0.8266333333333333,1.0,0.4744625,fundamentals_clean
2498.TW,2025-12-31,,34.44,-79.17,,-2.09,-71.3,30.84,127.85,,0.0,0.16355555555555554,0.9916,0.0,0.30514444444444444,fundamentals_clean
2501.TW,2025-12-31,,26.51,17.3,,3.25,12.24,63.83,111.45,448.0,0.0,0.4455,0.6617,1.0,0.47134999999999994,fundamentals_clean
2504.TW,2025-12-31,,27.76,22.93,,3.52,17.39,39.27,104.21,785.0,0.0,0.5731194444444444,0.9073,1.0,0.5774168055555555,fundamentals_clean
2505.TW,2025-12-31,,25.71,14.43,,2.83,17.28,51.28,79.43,,0.0,0.4753555555555556,0.7824500000000001,0.0,0.36198694444444446,fundamentals_clean
2506.TW,2025-12-31,,46.24,-11.23,,-0.12,-5.19,33.61,-6516.0,225.0,0.0,0.22911111111111113,0.4639,1.0,0.3461638888888889,fundamentals_clean
2509.TW,2025-12-31,,51.11,-36.65,,-0.99,-59.43,69.15,63.41,,0.0,0.25,0.4702499999999999,0.0,0.20506249999999998,fundamentals_clean
2511.TW,2025-12-31,,22.94,6.89,,0.79,6.1,44.97,100.23,373.0,0.0,0.24481666666666668,0.8503000000000001,1.0,0.44826083333333333,fundamentals_clean
2514.TW,2025-12-31,,13.23,5.18,,0.71,2.71,46.02,98.99,,0.0,0.13139722222222222,0.8398,0.0,0.25593902777777777,fundamentals_clean
2515.TW,2025-12-31,,9.34,5.82,,0.99,3.71,66.44,136.72,,0.0,0.1286861111111111,0.6355999999999999,0.0,0.20394013888888887,fundamentals_clean
2516.TW,2025-12-31,,6.67,4.3,,7.19,5.03,74.27,84.48,,0.0,0.14252777777777775,0.5573,0.0,0.1892097222222222,fundamentals_clean
2520.TW,2025-12-31,,23.17,15.07,,1.79,7.93,54.44,104.12,970.0,0.0,0.35076944444444447,0.7556,1.0,0.4616693055555555,fundamentals_clean
2524.TW,2025-12-31,,49.53,17.59,,-0.04,-1.93,47.3,-512.68,,0.0,0.42328888888888894,0.32700000000000007,0.0,0.22990111111111114,fundamentals_clean
2527.TW,2025-12-31,,61.03,12.48,,0.5,44.43,46.88,23.69,676.0,0.0,0.6248,0.36194999999999994,1.0,0.45916749999999995,fundamentals_clean
2528.TW,2025-12-31,,15.63,10.37,,1.63,9.11,64.87,97.94,600.0,0.0,0.27663055555555555,0.6513,1.0,0.40964569444444443,fundamentals_clean
2530.TW,2025-12-31,,32.15,-14.41,,-0.34,-24.78,66.43,51.42,1246.0,0.0,0.15083333333333332,0.3975333333333333,1.0,0.30217499999999997,fundamentals_clean
2534.TW,2025-12-31,,70.08,46.05,,0.64,27.34,52.38,157.29,506.0,0.0,0.75,0.7762,1.0,0.6065499999999999,fundamentals_clean
2535.TW,2025-12-31,,12.33,8.34,,5.18,9.96,65.0,70.91,651.0,0.0,0.2508722222222222,0.5742499999999999,1.0,0.38136777777777775,fundamentals_clean
2536.TW,2025-12-31,,19.07,14.04,,5.19,11.28,67.05,107.24,226.0,0.0,0.36194166666666666,0.6295,1.0,0.43405458333333335,fundamentals_clean
2537.TW,2025-12-31,,17.92,7.22,,0.28,1.89,76.06,215.06,,0.0,0.1676027777777778,0.5394,0.0,0.19351097222222222,fundamentals_clean
2538.TW,2025-12-31,,97.34,39.19,,-1.65,-103.41,67.76,-27.79,700.0,0.0,0.5,0.12239999999999995,1.0,0.35559999999999997,fundamentals_clean
2539.TW,2025-12-31,,42.78,39.4,,7.46,32.66,44.86,97.61,105.0,0.0,0.7406388888888888,0.8514,1.0,0.6220736111111111,fundamentals_clean
2540.TW,2025-12-31,,20.31,4.46,,0.08,0.75,72.77,152.63,148.0,0.0,0.13903055555555555,0.5723,1.0,0.3417356944444444,fundamentals_clean
2542.TW,2025-12-31,,33.4,27.38,,3.85,14.55,77.18,96.58,571.0,0.0,0.5896527777777778,0.5282,1.0,0.4884284722222222,fundamentals_clean
2543.TW,2025-12-31,,16.97,14.03,,3.87,10.94,49.45,101.94,174.0,0.0,0.34354999999999997,0.8055,1.0,0.4716175,fundamentals_clean
