Ticker,Direction,Regime,Structure,AI_Proba,Hist_WinRate,EV,Kelly_Pos,Score,Risk,Health
1217.TW,做多(Long),趨勢多頭,多方進場,0.65,0.65,0.3,0.0563,0.65,樣本數不足 (0/10)，熱身中,KEEP
6909.TW,做多(Long),趨勢多頭,多方進場,0.65,0.65,0.3,0.0563,0.65,樣本數不足 (0/10)，熱身中,KEEP
2434.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
2206.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
2337.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
6269.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
2102.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
2850.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
9919.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
1527.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
1463.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
7780.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
7822.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
2497.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
1216.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
6645.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
3189.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
2886.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
2002.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
6213.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
8438.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
6838.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
1449.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
3167.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
2031.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
2912.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
2027.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
2481.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
1324.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
3673.TW,做多(Long),趨勢多頭,多方進場,0.62,0.62,0.24,0.045,0.62,樣本數不足 (0/10)，熱身中,KEEP
9103.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
4104.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
4956.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
6658.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
1321.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
2461.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
9924.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
1905.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
6582.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
2618.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
3563.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
4142.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
6451.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
4555.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
2038.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
6885.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
9907.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
3023.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
1904.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
3338.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
6491.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
2845.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
5243.TW,做空(Short),趨勢多頭,空方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
1732.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
5388.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
1720.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
6890.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
3583.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
2348.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
2101.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
1210.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
3705.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
1760.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
3037.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
6168.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
4164.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
3026.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
1323.TW,做空(Short),趨勢多頭,空方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
4551.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
9917.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
3045.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
2030.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
2913.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
6592.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
6504.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
3557.TW,做多(Long),趨勢多頭,多方進場,0.59,0.59,0.18,0.0337,0.59,樣本數不足 (0/10)，熱身中,KEEP
2376.TW,做空(Short),區間盤整,空方進場,0.6105,0.41,-0.18,0.0332,0.5303,樣本數不足 (0/10)，熱身中,KEEP
2359.TW,做空(Short),趨勢空頭,空方進場,0.6014,0.38,-0.24,0.0304,0.5128,樣本數不足 (0/10)，熱身中,KEEP
3019.TW,做空(Short),趨勢空頭,空方進場,0.601,0.38,-0.24,0.0303,0.5126,樣本數不足 (0/10)，熱身中,KEEP
1512.TW,做空(Short),區間盤整,空方進場,0.6006,0.44,-0.12,0.0302,0.5364,樣本數不足 (0/10)，熱身中,KEEP
3346.TW,做空(Short),區間盤整,空方進場,0.5993,0.44,-0.12,0.0298,0.5356,樣本數不足 (0/10)，熱身中,KEEP
1513.TW,做空(Short),趨勢空頭,空方進場,0.5988,0.38,-0.24,0.0297,0.5113,樣本數不足 (0/10)，熱身中,KEEP
8103.TW,做空(Short),趨勢空頭,空方進場,0.5986,0.44,-0.12,0.0296,0.5352,樣本數不足 (0/10)，熱身中,KEEP
6558.TW,做空(Short),趨勢空頭,空方進場,0.5978,0.44,-0.12,0.0293,0.5347,樣本數不足 (0/10)，熱身中,KEEP
8499.TW,做空(Short),趨勢空頭,空方進場,0.597,0.5,0.0,0.0291,0.5582,樣本數不足 (0/10)，熱身中,KEEP
8114.TW,做空(Short),區間盤整,空方進場,0.597,0.41,-0.18,0.0291,0.5222,樣本數不足 (0/10)，熱身中,KEEP
6120.TW,做多(Long),區間盤整,多方進場,0.582,0.56,0.12,0.0291,0.5732,樣本數不足 (0/10)，熱身中,KEEP
2330.TW,做空(Short),區間盤整,空方進場,0.5953,0.41,-0.18,0.0286,0.5212,樣本數不足 (0/10)，熱身中,KEEP
4562.TW,做空(Short),趨勢空頭,空方進場,0.5949,0.44,-0.12,0.0285,0.5329,樣本數不足 (0/10)，熱身中,KEEP
4763.TW,做空(Short),區間盤整,空方進場,0.5936,0.41,-0.18,0.0281,0.5202,樣本數不足 (0/10)，熱身中,KEEP
8467.TW,做多(Long),趨勢空頭,多方進場,0.5862,0.53,0.06,0.0281,0.5637,樣本數不足 (0/10)，熱身中,KEEP
2049.TW,做空(Short),區間盤整,空方進場,0.5933,0.41,-0.18,0.028,0.52,樣本數不足 (0/10)，熱身中,KEEP
2363.TW,做空(Short),趨勢空頭,空方進場,0.5931,0.38,-0.24,0.0279,0.5079,樣本數不足 (0/10)，熱身中,KEEP
3308.TW,做空(Short),趨勢空頭,空方進場,0.5926,0.44,-0.12,0.0278,0.5315,樣本數不足 (0/10)，熱身中,KEEP
3622.TW,做空(Short),區間盤整,空方進場,0.5919,0.41,-0.18,0.0276,0.5191,樣本數不足 (0/10)，熱身中,KEEP
2302.TW,做空(Short),趨勢空頭,空方進場,0.5916,0.41,-0.18,0.0275,0.519,樣本數不足 (0/10)，熱身中,KEEP
2375.TW,做空(Short),趨勢空頭,空方進場,0.5912,0.38,-0.24,0.0274,0.5067,樣本數不足 (0/10)，熱身中,KEEP
8011.TW,做空(Short),區間盤整,空方進場,0.5908,0.44,-0.12,0.0272,0.5305,樣本數不足 (0/10)，熱身中,KEEP
6533.TW,做空(Short),趨勢空頭,空方進場,0.5903,0.44,-0.12,0.0271,0.5302,樣本數不足 (0/10)，熱身中,KEEP
2493.TW,做空(Short),區間盤整,空方進場,0.59,0.38,-0.24,0.027,0.506,樣本數不足 (0/10)，熱身中,KEEP
6206.TW,做空(Short),趨勢空頭,空方進場,0.5898,0.38,-0.24,0.0269,0.5059,樣本數不足 (0/10)，熱身中,KEEP
6937.TW,做空(Short),趨勢空頭,空方進場,0.5897,0.5,0.0,0.0269,0.5538,樣本數不足 (0/10)，熱身中,KEEP
8045.TW,做空(Short),趨勢空頭,空方進場,0.5892,0.38,-0.24,0.0268,0.5055,樣本數不足 (0/10)，熱身中,KEEP
3694.TW,做空(Short),趨勢空頭,空方進場,0.5882,0.38,-0.24,0.0265,0.5049,樣本數不足 (0/10)，熱身中,KEEP
8374.TW,做空(Short),趨勢空頭,空方進場,0.5881,0.5,0.0,0.0264,0.5529,樣本數不足 (0/10)，熱身中,KEEP
6695.TW,做空(Short),區間盤整,空方進場,0.5877,0.41,-0.18,0.0263,0.5166,樣本數不足 (0/10)，熱身中,KEEP
8016.TW,做空(Short),區間盤整,空方進場,0.5872,0.41,-0.18,0.0262,0.5163,樣本數不足 (0/10)，熱身中,KEEP
2374.TW,做空(Short),趨勢空頭,空方進場,0.5872,0.38,-0.24,0.0262,0.5043,樣本數不足 (0/10)，熱身中,KEEP
3092.TW,做多(Long),趨勢空頭,多方進場,0.5799,0.53,0.06,0.0262,0.56,樣本數不足 (0/10)，熱身中,KEEP
2428.TW,做空(Short),趨勢空頭,空方進場,0.587,0.38,-0.24,0.0261,0.5042,樣本數不足 (0/10)，熱身中,KEEP
3044.TW,做空(Short),區間盤整,空方進場,0.5869,0.41,-0.18,0.0261,0.5161,樣本數不足 (0/10)，熱身中,KEEP
2331.TW,做空(Short),趨勢空頭,空方進場,0.5868,0.47,-0.06,0.0261,0.5401,樣本數不足 (0/10)，熱身中,KEEP
8028.TW,做空(Short),趨勢空頭,空方進場,0.5868,0.41,-0.18,0.026,0.5161,樣本數不足 (0/10)，熱身中,KEEP
4571.TW,做空(Short),趨勢空頭,空方進場,0.5867,0.41,-0.18,0.026,0.516,樣本數不足 (0/10)，熱身中,KEEP
6191.TW,做空(Short),趨勢空頭,空方進場,0.5865,0.38,-0.24,0.026,0.5039,樣本數不足 (0/10)，熱身中,KEEP
1514.TW,做空(Short),趨勢空頭,空方進場,0.5792,0.53,0.06,0.026,0.5595,樣本數不足 (0/10)，熱身中,KEEP
4989.TW,做空(Short),趨勢空頭,空方進場,0.5865,0.38,-0.24,0.0259,0.5039,樣本數不足 (0/10)，熱身中,KEEP
3042.TW,做空(Short),區間盤整,空方進場,0.5861,0.38,-0.24,0.0258,0.5036,樣本數不足 (0/10)，熱身中,KEEP
8422.TW,做空(Short),趨勢空頭,空方進場,0.5859,0.41,-0.18,0.0258,0.5156,樣本數不足 (0/10)，熱身中,KEEP
5222.TW,做空(Short),趨勢空頭,空方進場,0.5859,0.41,-0.18,0.0258,0.5156,樣本數不足 (0/10)，熱身中,KEEP
6757.TW,做空(Short),趨勢空頭,空方進場,0.5858,0.44,-0.12,0.0257,0.5275,樣本數不足 (0/10)，熱身中,KEEP
6224.TW,做空(Short),區間盤整,空方進場,0.5856,0.44,-0.12,0.0257,0.5274,樣本數不足 (0/10)，熱身中,KEEP
3380.TW,做空(Short),區間盤整,空方進場,0.5849,0.38,-0.24,0.0255,0.5029,樣本數不足 (0/10)，熱身中,KEEP
6235.TW,做空(Short),趨勢空頭,空方進場,0.5848,0.41,-0.18,0.0254,0.5149,樣本數不足 (0/10)，熱身中,KEEP
2431.TW,做空(Short),趨勢空頭,空方進場,0.5846,0.41,-0.18,0.0254,0.5148,樣本數不足 (0/10)，熱身中,KEEP
6196.TW,做多(Long),區間盤整,多方進場,0.5623,0.59,0.18,0.0254,0.5734,樣本數不足 (0/10)，熱身中,KEEP
8249.TW,做空(Short),趨勢空頭,空方進場,0.5845,0.41,-0.18,0.0253,0.5147,樣本數不足 (0/10)，熱身中,KEEP
6781.TW,做空(Short),趨勢空頭,空方進場,0.584,0.44,-0.12,0.0252,0.5264,樣本數不足 (0/10)，熱身中,KEEP
2466.TW,做多(Long),區間盤整,多方進場,0.5541,0.62,0.24,0.0252,0.5805,樣本數不足 (0/10)，熱身中,KEEP
1503.TW,做空(Short),趨勢空頭,空方進場,0.5837,0.41,-0.18,0.0251,0.5142,樣本數不足 (0/10)，熱身中,KEEP
3036.TW,做空(Short),趨勢空頭,空方進場,0.5835,0.47,-0.06,0.0251,0.5381,樣本數不足 (0/10)，熱身中,KEEP
5469.TW,做空(Short),趨勢空頭,空方進場,0.5835,0.38,-0.24,0.0251,0.5021,樣本數不足 (0/10)，熱身中,KEEP
4540.TW,做空(Short),趨勢空頭,空方進場,0.5835,0.38,-0.24,0.0251,0.5021,樣本數不足 (0/10)，熱身中,KEEP
2208.TW,做空(Short),趨勢空頭,空方進場,0.5835,0.41,-0.18,0.025,0.5141,樣本數不足 (0/10)，熱身中,KEEP
2614.TW,做空(Short),區間盤整,空方進場,0.5834,0.41,-0.18,0.025,0.514,樣本數不足 (0/10)，熱身中,KEEP
1536.TW,做空(Short),趨勢空頭,空方進場,0.5833,0.41,-0.18,0.025,0.514,樣本數不足 (0/10)，熱身中,KEEP
7740.TW,做空(Short),趨勢空頭,空方進場,0.5828,0.5,0.0,0.0248,0.5497,樣本數不足 (0/10)，熱身中,KEEP
1736.TW,做空(Short),區間盤整,空方進場,0.5823,0.41,-0.18,0.0247,0.5134,樣本數不足 (0/10)，熱身中,KEEP
4526.TW,做空(Short),區間盤整,空方進場,0.5819,0.41,-0.18,0.0246,0.5132,樣本數不足 (0/10)，熱身中,KEEP
5234.TW,做空(Short),區間盤整,空方進場,0.5818,0.41,-0.18,0.0246,0.5131,樣本數不足 (0/10)，熱身中,KEEP
2923.TW,做空(Short),趨勢空頭,空方進場,0.5816,0.38,-0.24,0.0245,0.501,樣本數不足 (0/10)，熱身中,KEEP
3047.TW,做空(Short),趨勢空頭,空方進場,0.5811,0.41,-0.18,0.0243,0.5127,樣本數不足 (0/10)，熱身中,KEEP
3048.TW,做空(Short),趨勢空頭,空方進場,0.581,0.38,-0.24,0.0243,0.5006,樣本數不足 (0/10)，熱身中,KEEP
1810.TW,做空(Short),趨勢空頭,空方進場,0.581,0.38,-0.24,0.0243,0.5006,樣本數不足 (0/10)，熱身中,KEEP
1256.TW,做空(Short),趨勢空頭,空方進場,0.5809,0.41,-0.18,0.0243,0.5125,樣本數不足 (0/10)，熱身中,KEEP
3028.TW,做空(Short),區間盤整,空方進場,0.5807,0.44,-0.12,0.0242,0.5244,樣本數不足 (0/10)，熱身中,KEEP
2395.TW,做空(Short),趨勢空頭,空方進場,0.5803,0.41,-0.18,0.0241,0.5122,樣本數不足 (0/10)，熱身中,KEEP
6796.TW,做空(Short),趨勢空頭,空方進場,0.5797,0.44,-0.12,0.0239,0.5238,樣本數不足 (0/10)，熱身中,KEEP
3094.TW,做空(Short),區間盤整,空方進場,0.5795,0.41,-0.18,0.0238,0.5117,樣本數不足 (0/10)，熱身中,KEEP
2601.TW,做空(Short),趨勢空頭,空方進場,0.5792,0.38,-0.24,0.0238,0.4995,樣本數不足 (0/10)，熱身中,KEEP
4545.TW,做空(Short),趨勢空頭,空方進場,0.5792,0.38,-0.24,0.0238,0.4995,樣本數不足 (0/10)，熱身中,KEEP
2401.TW,做空(Short),趨勢空頭,空方進場,0.5792,0.38,-0.24,0.0238,0.4995,樣本數不足 (0/10)，熱身中,KEEP
6215.TW,做空(Short),趨勢空頭,空方進場,0.5792,0.38,-0.24,0.0238,0.4995,樣本數不足 (0/10)，熱身中,KEEP
2371.TW,做多(Long),趨勢空頭,多方進場,0.5565,0.59,0.18,0.0237,0.5699,樣本數不足 (0/10)，熱身中,KEEP
2009.TW,做空(Short),趨勢空頭,空方進場,0.5785,0.44,-0.12,0.0235,0.5231,樣本數不足 (0/10)，熱身中,KEEP
6166.TW,做空(Short),區間盤整,空方進場,0.5784,0.41,-0.18,0.0235,0.5111,樣本數不足 (0/10)，熱身中,KEEP
8112.TW,做空(Short),趨勢空頭,空方進場,0.5784,0.38,-0.24,0.0235,0.499,樣本數不足 (0/10)，熱身中,KEEP
3419.TW,做多(Long),區間盤整,多方進場,0.5707,0.53,0.06,0.0235,0.5544,樣本數不足 (0/10)，熱身中,KEEP
5546.TW,做多(Long),趨勢空頭,多方進場,0.5707,0.53,0.06,0.0235,0.5544,樣本數不足 (0/10)，熱身中,KEEP
1319.TW,做空(Short),趨勢空頭,空方進場,0.578,0.44,-0.12,0.0234,0.5228,樣本數不足 (0/10)，熱身中,KEEP
1605.TW,做空(Short),區間盤整,空方進場,0.5779,0.44,-0.12,0.0234,0.5227,樣本數不足 (0/10)，熱身中,KEEP
2103.TW,做空(Short),趨勢空頭,空方進場,0.5777,0.47,-0.06,0.0233,0.5346,樣本數不足 (0/10)，熱身中,KEEP
4935.TW,做空(Short),趨勢空頭,空方進場,0.5769,0.41,-0.18,0.0231,0.5101,樣本數不足 (0/10)，熱身中,KEEP
1608.TW,做空(Short),趨勢空頭,空方進場,0.5768,0.38,-0.24,0.023,0.4981,樣本數不足 (0/10)，熱身中,KEEP
7631.TW,做空(Short),趨勢空頭,空方進場,0.5766,0.38,-0.24,0.023,0.498,樣本數不足 (0/10)，熱身中,KEEP
8476.TW,做空(Short),區間盤整,空方進場,0.5764,0.44,-0.12,0.0229,0.5219,樣本數不足 (0/10)，熱身中,KEEP
6271.TW,做多(Long),區間盤整,多方進場,0.569,0.53,0.06,0.0229,0.5534,樣本數不足 (0/10)，熱身中,KEEP
2637.TW,做空(Short),區間盤整,空方進場,0.576,0.44,-0.12,0.0228,0.5216,樣本數不足 (0/10)，熱身中,KEEP
6719.TW,做空(Short),趨勢空頭,空方進場,0.5755,0.38,-0.24,0.0227,0.4973,樣本數不足 (0/10)，熱身中,KEEP
2317.TW,做空(Short),趨勢空頭,空方進場,0.5754,0.41,-0.18,0.0226,0.5092,樣本數不足 (0/10)，熱身中,KEEP
7788.TW,做空(Short),趨勢空頭,空方進場,0.5754,0.38,-0.24,0.0226,0.4972,樣本數不足 (0/10)，熱身中,KEEP
1312.TW,做空(Short),趨勢空頭,空方進場,0.5753,0.38,-0.24,0.0226,0.4972,樣本數不足 (0/10)，熱身中,KEEP
2354.TW,做空(Short),趨勢空頭,空方進場,0.5751,0.41,-0.18,0.0225,0.509,樣本數不足 (0/10)，熱身中,KEEP
5515.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
2465.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
2451.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
5292.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
2540.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
1471.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
2399.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
1229.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
2702.TW,做空(Short),趨勢多頭,空方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
2537.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
1725.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
1907.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
2851.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
3011.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
1568.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
1231.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
6239.TW,做空(Short),趨勢多頭,空方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
1444.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
4576.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
2355.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
2390.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
4906.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
1909.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
6534.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
2388.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
1723.TW,做多(Long),趨勢多頭,多方進場,0.56,0.56,0.12,0.0225,0.56,樣本數不足 (0/10)，熱身中,KEEP
