Ticker SYMBOL,資料年月日,毛利率(%),營業利益率(%),單季EPS,ROE(%),稅後淨利率(%),營業現金流,預估殖利率(%),負債比率(%),本業獲利比(%)
2527.TW,2025-12-31,61.03,12.48,,0.5,44.43,682908000.0,676.0,46.88,23.69
2527.TW,2025-09-30,49.43,22.7,1.37,2.64,128.43,-355661000.0,676.0,51.57,17.56
2528.TW,2025-12-31,15.63,10.37,,1.63,9.11,383270000.0,600.0,64.87,97.94
2528.TW,2025-06-30,19.6,14.77,0.69,4.24,11.54,-256286000.0,600.0,72.79,105.9
2530.TW,2025-12-31,32.15,-14.41,,-0.34,-24.78,-731387000.0,1246.0,66.43,51.42
2530.TW,2025-09-30,38.47,31.71,0.78,6.26,26.72,780284000.0,1246.0,65.58,99.53
2534.TW,2025-12-31,70.08,46.05,,0.64,27.34,-926700000.0,506.0,52.38,157.29
2534.TW,2025-09-30,60.78,21.3,0.03,0.1,4.98,-197515000.0,506.0,52.55,283.65
2535.TW,2025-12-31,12.33,8.34,,5.18,9.96,1078390000.0,651.0,65.0,70.91
2535.TW,2025-09-30,8.96,6.12,1.76,4.6,8.26,466049000.0,651.0,65.46,65.72
2537.TW,2025-12-31,17.92,7.22,,0.28,1.89,144658000.0,,76.06,215.06
2537.TW,2025-06-30,30.52,8.85,-0.07,-0.49,-17.05,-337406000.0,,75.43,-1093.64
2536.TW,2025-12-31,19.07,14.04,,5.19,11.28,3125747000.0,226.0,67.05,107.24
2536.TW,2025-09-30,27.41,16.41,-0.17,-0.43,-10.48,1430827000.0,226.0,70.97,11967.85
2539.TW,2025-12-31,42.78,39.4,,7.46,32.66,3333453000.0,105.0,44.86,97.61
2539.TW,2025-09-30,41.81,36.17,0.73,5.22,29.48,130304000.0,105.0,49.53,99.26
2538.TW,2025-12-31,97.34,39.19,,-1.65,-103.41,-28684000.0,700.0,67.76,-27.79
2538.TW,2025-09-30,86.97,-22.69,0.83,6.34,576.95,-163269000.0,700.0,67.2,-3.14
2540.TW,2025-12-31,20.31,4.46,,0.08,0.75,-901544000.0,148.0,72.77,152.63
2540.TW,2025-09-30,11.1,1.36,-0.04,-0.22,-1.33,-3715671000.0,148.0,71.23,-40.68
2542.TW,2025-12-31,33.4,27.38,,3.85,14.55,2230193000.0,571.0,77.18,96.58
2542.TW,2025-09-30,27.25,18.66,0.72,2.57,18.0,-1141419000.0,571.0,77.67,95.65
2543.TW,2025-12-31,16.97,14.03,,3.87,10.94,1046674000.0,174.0,49.45,101.94
2543.TW,2025-09-30,20.18,15.93,0.71,3.75,11.84,125712000.0,174.0,48.35,96.84
2545.TW,2025-12-31,21.13,-41.49,,-1.4,-53.22,-55185000.0,1255.0,75.23,63.58
2545.TW,2025-09-30,24.44,-4.36,-0.53,-1.34,-35.24,-2903151000.0,1255.0,74.87,15.72
2546.TW,2025-12-31,9.56,7.58,,6.35,6.61,-34555000.0,400.0,60.25,92.77
2546.TW,2025-09-30,8.33,6.86,3.12,7.2,6.37,1672830000.0,400.0,61.74,88.1
2547.TW,2025-12-31,47.97,18.05,,0.53,4.14,388322000.0,549.0,75.74,224.52
2547.TW,2025-09-30,51.77,21.48,0.03,0.2,2.08,-723606000.0,549.0,75.2,267.37
2548.TW,2025-12-31,28.22,24.04,,11.86,19.88,11912260000.0,451.0,58.67,96.69
2548.TW,2025-06-30,32.47,21.47,0.94,1.85,17.81,-562863000.0,451.0,66.01,99.58
2597.TW,2025-12-31,18.77,15.82,,9.86,11.55,-417364000.0,421.0,59.06,106.18
2597.TW,2025-09-30,17.44,13.33,3.08,9.83,11.84,1351489000.0,421.0,60.52,83.7
2601.TW,2025-12-31,102.69,-11.52,,-14.31,64.28,536917000.0,,36.79,37.37
2601.TW,2025-09-30,60.09,-6.73,-0.09,-0.72,-7.29,190132000.0,,67.42,32.31
2603.TW,2025-12-31,17.92,9.77,,1.45,9.94,20013674000.0,1605.0,34.45,79.44
2603.TW,2025-09-30,26.15,22.73,10.04,3.87,22.44,24896639000.0,1605.0,33.63,87.93
2605.TW,2025-12-31,45.87,37.48,,3.22,40.68,1119363000.0,315.0,20.66,91.0
2605.TW,2025-09-30,24.78,14.19,0.27,0.96,15.56,551245000.0,315.0,21.84,88.08
2606.TW,2025-12-31,35.36,30.33,,3.37,31.08,2403104000.0,546.0,55.53,94.03
2606.TW,2025-09-30,35.32,30.13,1.72,4.1,33.83,1996147000.0,546.0,56.95,89.09
2607.TW,2025-12-31,18.52,6.44,,1.38,10.36,2740280000.0,1942.0,27.05,48.42
2607.TW,2025-09-30,22.77,13.65,2.76,2.72,19.62,-1117944000.0,1942.0,33.94,55.9
2608.TW,2025-12-31,16.25,10.94,,1.49,6.13,756015000.0,534.0,46.3,117.47
2608.TW,2025-09-30,19.17,13.54,0.54,1.95,7.61,804003000.0,534.0,47.96,120.89
2609.TW,2025-12-31,5.67,-1.89,,0.7,6.13,1310596000.0,1440.0,28.1,-36.04
2609.TW,2025-09-30,15.9,10.52,1.73,1.88,14.37,10566858000.0,1440.0,28.48,57.49
2610.TW,2025-09-30,16.2,8.45,0.48,2.98,5.81,11572986000.0,437.0,70.7,105.86
2610.TW,2025-06-30,18.67,11.33,0.63,3.98,7.51,11006433000.0,437.0,70.47,109.94
2611.TW,2025-12-31,37.12,5.53,,0.89,14.63,95615000.0,375.0,28.01,27.76
2611.TW,2025-09-30,25.81,-7.58,0.73,4.85,88.64,-75955000.0,375.0,30.83,-9.64
2612.TW,2025-12-31,34.11,23.8,,1.82,19.66,640599000.0,390.0,48.61,121.19
2612.TW,2025-09-30,33.46,23.17,1.16,1.79,19.36,581708000.0,390.0,49.47,115.49
2613.TW,2025-12-31,16.43,9.95,,1.22,4.77,232639000.0,432.0,67.56,151.25
2613.TW,2025-09-30,18.23,11.59,0.36,1.51,5.6,220746000.0,432.0,66.45,163.04
2614.TW,2025-12-31,34.49,10.27,,2.95,13.17,532535000.0,122.0,69.97,78.43
2614.TW,2025-09-30,35.29,11.38,0.64,3.62,15.28,462158000.0,122.0,70.48,74.46
2615.TW,2025-12-31,23.92,18.94,,3.63,30.01,11962056000.0,449.0,32.62,66.06
2615.TW,2025-09-30,30.64,25.64,4.14,4.5,33.23,13922069000.0,449.0,34.71,60.25
2616.TW,2025-12-31,7.55,-8.78,,-9.3,-11.81,77815000.0,185.0,68.07,77.23
2616.TW,2025-09-30,6.71,-9.86,-1.47,-6.37,-9.68,-35412000.0,185.0,62.42,103.37
2617.TW,2025-12-31,46.23,41.07,,1.91,28.95,715960000.0,497.0,32.45,113.52
2617.TW,2025-06-30,39.62,35.0,0.43,1.08,17.51,500417000.0,497.0,34.95,135.87
2618.TW,2025-12-31,22.9,16.53,,5.2,13.27,17944403000.0,687.0,59.65,100.94
2618.TW,2025-09-30,22.64,15.14,1.08,4.19,11.21,13985315000.0,687.0,59.97,100.02
2633.TW,2025-12-31,43.22,38.82,,2.16,10.79,8210639000.0,395.0,80.89,289.87
2633.TW,2025-06-30,41.95,38.09,0.29,2.34,12.17,5708337000.0,395.0,82.15,261.25
2630.TW,2025-12-31,8.38,2.99,,0.68,1.79,570276000.0,193.0,37.92,134.75
2630.TW,2025-09-30,11.28,6.67,0.34,2.02,4.88,196724000.0,193.0,44.04,109.31
2634.TW,2025-12-31,8.73,4.51,,2.95,4.8,-1278597000.0,296.0,66.91,73.36
2634.TW,2025-09-30,5.25,1.93,0.21,1.14,2.19,228901000.0,296.0,67.01,67.39
2636.TW,2025-12-31,15.85,2.59,,2.64,5.58,642959000.0,871.0,55.37,42.96
2636.TW,2025-06-30,15.53,3.46,2.52,3.78,6.1,271631000.0,871.0,56.93,43.56
2642.TW,2025-12-31,5.95,-5.64,,-1.88,-4.22,118320000.0,216.0,49.26,96.62
2642.TW,2025-09-30,8.3,-2.3,-0.25,-1.11,-2.56,55094000.0,216.0,47.91,89.43
2637.TW,2025-12-31,37.71,36.61,,4.42,41.43,85203024.0,736.0,40.67,88.25
2637.TW,2025-09-30,30.13,29.06,0.07,3.33,33.29,71654351.0,736.0,42.55,86.97
2645.TW,2025-12-31,14.11,9.96,,3.59,10.07,808102000.0,307.0,42.35,78.21
2645.TW,2025-09-30,21.86,18.15,1.95,5.58,16.3,1080618000.0,307.0,42.7,89.05
2646.TW,2025-12-31,13.18,1.56,,-0.64,-1.78,1889216000.0,,77.13,-87.86
2646.TW,2025-09-30,11.2,-0.59,-0.15,-1.39,-4.18,2192857000.0,,75.22,14.18
2701.TW,2025-12-31,79.3,62.27,,0.38,50.42,32857000.0,263.0,13.22,98.93
2701.TW,2025-09-30,77.95,63.4,0.23,1.27,158.48,32803000.0,263.0,14.43,35.41
2702.TW,2025-12-31,89.24,10.47,,1.27,11.22,84771000.0,,51.59,68.17
2702.TW,2025-09-30,86.29,4.03,0.24,1.21,11.21,107317000.0,,51.83,40.41
2705.TW,2025-12-31,39.55,16.76,,5.02,37.69,235446000.0,,68.17,44.45
2705.TW,2025-09-30,30.42,3.33,-0.13,-0.5,-4.21,110872000.0,,69.18,-79.12
2704.TW,2025-12-31,29.71,0.59,,-0.57,-40.63,-106439000.0,118.0,23.05,-1.27
2704.TW,2025-06-30,29.69,-0.2,0.63,0.9,76.02,436535000.0,118.0,23.34,-0.19
2706.TW,2025-12-31,78.06,69.55,,0.47,51.09,55302000.0,285.0,13.18,108.96
2706.TW,2025-09-30,80.39,71.66,0.23,1.18,107.53,44371000.0,285.0,14.59,55.76
2707.TW,2025-12-31,34.66,27.08,,10.25,24.36,155751000.0,570.0,57.42,90.72
2707.TW,2025-09-30,29.59,21.54,2.32,7.71,18.89,132599000.0,570.0,58.51,91.96
2722.TW,2025-12-31,27.13,-30.1,,-0.88,-20.06,5194000.0,64.0,27.95,124.83
2722.TW,2025-09-30,38.11,-7.44,-0.06,-0.3,-4.84,16124000.0,64.0,25.91,114.75
2712.TW,2025-12-31,2.82,-30.61,,-2.8,-28.24,-11634000.0,,38.7,107.9
2712.TW,2025-09-30,32.55,13.16,0.22,2.2,12.44,40579000.0,,37.2,105.73
2723.TW,2025-12-31,59.54,8.02,,3.15,7.34,323919000.0,434.0,42.09,80.74
2723.TW,2025-09-30,59.02,-6.06,-6.06,-11.47,-25.26,641254000.0,434.0,45.69,28.93
2727.TW,2025-12-31,47.07,7.36,,6.58,5.42,1375610000.0,641.0,70.99,93.35
2727.TW,2025-09-30,47.5,7.73,4.01,7.27,5.81,752378000.0,641.0,69.81,102.5
2731.TW,2025-12-31,16.93,5.55,,7.45,5.11,-93497000.0,470.0,58.2,84.53
2731.TW,2025-09-30,17.08,6.31,4.79,9.2,6.04,771104000.0,470.0,62.23,91.16
2739.TW,2025-12-31,44.04,12.46,,7.65,8.33,679528000.0,293.0,86.36,109.6
2739.TW,2025-09-30,34.58,2.08,-0.05,-0.31,-0.43,380837000.0,293.0,87.23,-250.8
2753.TW,2025-12-31,36.41,13.66,,5.62,10.13,511354000.0,557.0,49.51,107.74
2753.TW,2025-09-30,36.15,12.78,3.52,6.29,10.68,404231000.0,557.0,47.61,97.69
2748.TW,2025-12-31,37.08,16.89,,3.68,16.34,137277000.0,503.0,39.07,82.68
2748.TW,2025-09-30,25.68,2.66,0.34,1.24,7.29,81594000.0,503.0,38.85,29.17
2801.TW,2025-12-31,,,,1.65,33.39,-50207560000.0,244.0,93.48,
2801.TW,2025-09-30,,,0.42,2.36,42.19,10748607000.0,244.0,93.67,
2762.TW,2025-12-31,20.78,8.61,,5.77,5.8,1038762000.0,1346.0,84.56,115.39
2762.TW,2025-09-30,16.71,6.14,1.04,4.01,4.01,749142000.0,1346.0,84.92,125.11
2816.TW,2025-12-31,,,,5.52,14.94,-376892000.0,491.0,68.38,
2816.TW,2025-09-30,,,,,,-1053732000.0,491.0,,
2812.TW,2025-12-31,,,,2.58,43.57,4682437000.0,188.0,90.96,
2812.TW,2025-09-30,,,0.42,2.81,44.38,-9196394000.0,188.0,91.17,
2820.TW,2025-12-31,,,,1.38,53.05,5526461000.0,466.0,89.5,
2820.TW,2025-09-30,,,0.33,1.64,53.61,-12075654000.0,466.0,89.43,
2832.TW,2025-12-31,,,,2.61,17.0,1584612000.0,1530.0,53.78,
2832.TW,2025-06-30,,,0.62,1.85,13.25,1023347000.0,1530.0,54.2,
2836.TW,2025-12-31,,,,1.27,26.46,-3899385000.0,247.0,92.49,
2836.TW,2025-09-30,,,0.19,1.3,26.38,-1340984000.0,247.0,92.67,
2834.TW,2025-12-31,,,,1.66,30.24,36759233000.0,131.0,94.14,
2834.TW,2025-09-30,,,0.35,2.35,36.39,-35340881000.0,131.0,94.18,
2838.TW,2025-12-31,,,,1.86,30.99,-13522986000.0,169.0,91.74,
2838.TW,2025-09-30,,,0.42,2.15,33.32,-8371893000.0,169.0,91.91,
2845.TW,2025-12-31,,,,1.59,34.61,-2893250000.0,398.0,92.01,
2845.TW,2025-09-30,,,0.27,1.71,34.78,-2478146000.0,398.0,92.23,
2850.TW,2025-12-31,,,,5.81,22.33,-630637000.0,606.0,66.77,
2850.TW,2025-09-30,,,3.05,4.93,16.88,2825073000.0,606.0,67.45,
2849.TW,2025-12-31,,,,1.09,25.53,-43085000.0,291.0,90.69,
2849.TW,2025-09-30,,,0.23,1.28,30.92,1058285000.0,291.0,90.76,
2851.TW,2025-12-31,,,,6.14,19.23,3047632000.0,625.0,63.72,
2851.TW,2025-06-30,,,0.23,0.98,4.34,942226000.0,625.0,67.14,
2852.TW,2025-12-31,,,,1.63,7.92,-12833000.0,812.0,54.73,
2852.TW,2025-09-30,,,0.85,2.89,13.34,296529000.0,812.0,56.32,
2855.TW,2025-12-31,94.69,53.73,,5.41,38.57,-22078602000.0,344.0,84.2,132.43
2855.TW,2025-09-30,94.8,58.93,1.34,5.82,41.2,-15219946000.0,344.0,82.86,132.37
2867.TW,2025-12-31,,,,0.6,0.62,-13902705000.0,,97.57,
2867.TW,2025-09-30,,,0.28,3.91,4.08,21703528000.0,,97.44,
2880.TW,2025-12-31,,,,2.76,37.46,12916452000.0,369.0,94.53,
2880.TW,2025-09-30,,,0.59,3.61,41.78,28494309000.0,369.0,94.64,
2881.TW,2025-12-31,,,,3.01,21.06,5359193000.0,472.0,92.25,
2881.TW,2025-09-30,,,2.82,4.13,31.8,-27739545000.0,472.0,92.28,
2883.TW,2025-12-31,,,,3.36,26.98,-60872212000.0,423.0,92.05,
2883.TW,2025-09-30,,,0.8,4.36,37.26,-22551257000.0,423.0,92.13,
2882.TW,2025-12-31,,,,3.48,20.54,-61460674000.0,487.0,93.48,
2882.TW,2025-09-30,,,1.95,3.15,24.39,46889958000.0,487.0,93.63,
2884.TW,2025-12-31,,,,2.98,34.04,15315730000.0,373.0,93.95,
2884.TW,2025-09-30,,,0.58,3.62,38.48,18276008000.0,373.0,93.94,
2885.TW,2025-12-31,95.0,33.19,,2.89,27.47,-124426655000.0,328.0,91.42,100.72
2885.TW,2025-09-30,95.75,38.37,0.79,3.19,32.22,-20827847000.0,328.0,91.41,100.04
2886.TW,2025-12-31,,,,1.72,34.78,37875616000.0,408.0,92.32,
2886.TW,2025-09-30,,,0.68,2.64,45.27,128721535000.0,408.0,92.04,
2887.TW,2025-12-31,,,,3.04,23.96,-78238160000.0,370.0,94.48,
2887.TW,2025-09-30,,,0.53,2.63,27.1,-15042624000.0,370.0,94.58,
2890.TW,2025-12-31,,,,2.34,30.96,-33711538000.0,286.0,93.01,
2890.TW,2025-09-30,,,0.6,3.63,40.4,7375871000.0,286.0,93.23,
2889.TW,2025-12-31,,,,1.09,22.77,-5014405000.0,201.0,87.94,
2889.TW,2025-09-30,,,0.29,2.01,36.87,-14498001000.0,201.0,87.88,
2891.TW,2025-12-31,,,,3.62,24.57,-73850196000.0,422.0,94.11,
2891.TW,2025-09-30,,,1.27,4.79,32.06,-16162001000.0,422.0,94.24,
2892.TW,2025-12-31,,,,1.79,25.94,9900088000.0,335.0,94.2,
2892.TW,2025-09-30,,,0.54,2.75,36.09,-24215700000.0,335.0,94.27,
2901.TW,2025-12-31,84.77,20.24,,1.07,27.98,22197000.0,159.0,18.15,57.67
2901.TW,2025-09-30,86.25,11.49,0.09,0.77,20.51,11526000.0,159.0,12.37,45.17
2897.TW,2025-12-31,,,,0.37,9.69,6019486000.0,498.0,90.76,
2897.TW,2025-09-30,,,0.19,0.9,19.83,148903000.0,498.0,90.75,
2903.TW,2025-12-31,54.41,14.06,,1.72,6.0,7500921000.0,587.0,74.13,142.43
2903.TW,2025-09-30,59.96,8.41,0.49,1.95,9.13,2389544000.0,587.0,73.44,91.6
2904.TW,2025-12-31,17.39,-1.01,,-0.11,-1.5,55287000.0,599.0,28.06,33.43
2904.TW,2025-09-30,32.47,18.0,0.39,2.4,24.99,81436000.0,599.0,29.88,64.91
2905.TW,2025-12-31,52.83,-2.95,,0.4,0.42,-12430067000.0,211.0,97.11,-558.77
2905.TW,2025-09-30,47.0,-2.99,0.58,1.27,1.4,22047599000.0,211.0,96.99,-101.47
2906.TW,2025-12-31,30.62,4.64,,1.19,3.19,453429000.0,462.0,49.92,64.76
2906.TW,2025-09-30,28.76,3.91,-0.03,-0.11,-0.33,-109730000.0,462.0,49.78,106.45
2908.TW,2025-12-31,27.3,0.96,,0.92,0.98,1157192000.0,450.0,77.17,88.15
2908.TW,2025-09-30,23.86,0.04,0.06,0.39,0.37,925721000.0,450.0,78.84,76.29
2910.TW,2025-12-31,87.61,51.79,,2.08,44.31,29143000.0,494.0,56.73,96.06
2910.TW,2025-09-30,87.5,53.77,0.49,3.14,64.72,53167000.0,494.0,56.26,71.73
2911.TW,2025-12-31,33.47,-29.27,,68.25,97.98,-70916000.0,,67.69,-27.6
2911.TW,2025-09-30,30.49,-32.61,-1.5,-63.92,-29.97,-105441000.0,,92.02,108.93
2912.TW,2025-12-31,34.07,2.95,,4.36,2.57,8465918000.0,396.0,81.91,72.77
2912.TW,2025-06-30,34.43,4.43,2.92,6.77,3.48,12969921000.0,396.0,84.19,84.11
2913.TW,2025-12-31,40.7,-7.11,,-0.25,-29.1,-13662000.0,,41.79,23.0
2913.TW,2025-09-30,36.27,-7.13,-0.03,-0.2,-22.15,53993000.0,,41.64,32.57
2915.TW,2025-12-31,58.3,6.76,,2.55,567.87,299727000.0,522.0,11.16,1.21
2915.TW,2025-09-30,46.74,16.02,2.69,2.77,422.23,-116572000.0,522.0,12.13,3.6
2923.TW,2025-12-31,55.83,-153.52,,-11.85,-164.83,976353000.0,140.0,60.3,98.52
2923.TW,2025-09-30,46.98,32.49,0.14,0.5,28.78,1739909000.0,140.0,58.25,43.6
2929.TW,2025-12-31,-8.18,-22.93,,-5.49,-26.96,-115179000.0,,27.73,83.06
2929.TW,2025-09-30,16.77,-3.9,-0.11,-0.43,-3.07,-106131000.0,,20.3,125.48
2939.TW,2025-12-31,8.14,-46.94,,-3.9,-28.22,36454000.0,,30.95,201.11
2939.TW,2025-09-30,3.25,-71.78,-0.48,-3.76,-34.5,-54131000.0,,30.08,208.09
2945.TW,2025-12-31,27.39,1.28,,2.16,1.22,348961000.0,369.0,65.55,96.53
2945.TW,2025-09-30,27.24,1.15,0.58,1.94,1.02,196319000.0,369.0,67.67,122.82
3002.TW,2025-12-31,17.03,-11.31,,-0.82,-7.48,82618000.0,383.0,25.18,96.59
3002.TW,2025-09-30,19.83,0.16,0.18,1.37,8.91,-45563000.0,383.0,29.25,1.48
3003.TW,2025-12-31,21.28,5.98,,1.17,6.55,12664000.0,394.0,19.26,67.82
3003.TW,2025-09-30,19.87,4.0,0.53,1.29,7.96,449417000.0,394.0,19.51,36.94
3004.TW,2025-12-31,24.39,9.77,,2.35,7.49,-36726000.0,247.0,54.84,110.69
3004.TW,2025-09-30,,,1.22,,,,247.0,,
3005.TW,2025-12-31,31.02,14.37,,4.38,12.45,1326890000.0,688.0,41.55,91.63
3005.TW,2025-09-30,31.54,15.62,2.09,4.92,13.43,1666891000.0,688.0,43.38,91.91
3008.TW,2025-12-31,47.97,36.75,,3.52,39.03,10519678000.0,374.0,13.55,76.85
3008.TW,2025-06-30,53.63,41.8,7.7,0.58,8.84,3186773000.0,374.0,15.11,272.01
3006.TW,2025-12-31,32.33,20.25,,10.18,21.53,902150000.0,66.0,39.49,90.16
3006.TW,2025-06-30,3.85,-11.88,-2.59,-7.94,-22.11,273797000.0,66.0,46.27,51.8
3011.TW,2025-12-31,10.61,-46.64,,-8.98,-73.8,-74173000.0,,48.8,58.27
3011.TW,2025-09-30,2.17,-50.81,-0.83,-6.89,-56.11,-27754000.0,,48.05,87.78
3010.TW,2025-12-31,8.77,5.47,,2.55,3.32,484008000.0,444.0,54.23,107.91
3010.TW,2025-09-30,8.26,3.96,2.67,2.88,3.61,2371858000.0,444.0,52.9,75.21
3013.TW,2025-12-31,21.2,14.33,,6.26,10.67,28263000.0,61.0,46.01,108.46
3013.TW,2025-06-30,16.63,8.74,0.54,2.51,4.25,152234000.0,61.0,44.13,122.18
3014.TW,2025-12-31,56.66,24.27,,4.3,20.14,-390310000.0,779.0,22.96,96.4
3014.TW,2025-09-30,53.09,24.83,2.39,5.91,21.85,413990000.0,779.0,24.58,91.88
3015.TW,2025-12-31,17.44,0.18,,0.4,1.83,275090000.0,606.0,32.38,7.84
3015.TW,2025-06-30,17.36,3.88,0.2,0.28,1.02,156090000.0,606.0,33.07,301.91
3016.TW,2025-12-31,11.81,4.89,,0.94,4.36,199559000.0,98.0,28.44,84.33
3016.TW,2025-09-30,7.79,0.51,0.05,0.28,1.41,93621000.0,98.0,27.24,29.16
3017.TW,2025-12-31,26.39,21.01,,13.12,13.89,16256549000.0,48.0,68.42,99.86
3017.TW,2025-09-30,26.12,21.0,13.46,12.84,13.71,13615546000.0,48.0,70.13,99.53
3018.TW,2025-12-31,-18.95,-67.02,,2.35,19.47,-101253000.0,,55.05,1166.86
3018.TW,2025-09-30,-24.03,-43.49,-1.58,-20.87,-93.33,31357000.0,,65.47,45.42
3019.TW,2025-12-31,15.53,5.86,,1.74,4.35,1139780000.0,332.0,36.49,114.72
3019.TW,2025-09-30,22.01,12.25,1.82,3.17,7.28,248428000.0,332.0,38.4,105.24
3021.TW,2025-12-31,13.54,1.5,,-0.8,-1.44,92853000.0,381.0,48.96,72.06
3021.TW,2025-09-30,18.52,6.03,0.43,2.6,4.66,43016000.0,381.0,51.41,93.04
3022.TW,2025-12-31,33.3,5.0,,3.29,24.04,-129110000.0,725.0,24.73,20.14
3022.TW,2025-09-30,32.98,6.1,2.11,3.52,24.59,772776000.0,725.0,27.15,20.7
3023.TW,2025-12-31,23.64,9.29,,4.3,9.36,658168000.0,393.0,48.46,85.35
3023.TW,2025-06-30,24.71,11.24,3.13,5.47,9.81,1297101000.0,393.0,51.63,89.27
3024.TW,2025-12-31,24.73,-2.71,,-0.48,-5.43,-179934000.0,392.0,37.09,49.12
3024.TW,2025-09-30,26.72,5.95,0.03,0.32,2.86,-25299000.0,392.0,33.75,77.42
3025.TW,2025-12-31,68.55,43.45,,14.52,39.19,60809000.0,575.0,31.07,88.94
3025.TW,2025-09-30,74.29,35.2,1.18,8.87,39.24,-10465000.0,575.0,30.3,77.22
3026.TW,2025-12-31,17.62,5.78,,2.92,9.14,197361000.0,397.0,35.76,71.77
3026.TW,2025-06-30,19.81,9.03,1.38,2.37,7.03,540196000.0,397.0,40.65,100.06
3027.TW,2025-12-31,6.29,-26.92,,-6.81,-46.51,-38967000.0,,19.41,43.45
3027.TW,2025-06-30,18.38,2.85,-0.45,-2.16,-7.14,68866000.0,,21.4,-39.77
3028.TW,2025-12-31,7.68,3.14,,4.34,2.44,177506000.0,418.0,73.1,95.84
3028.TW,2025-09-30,6.47,2.78,0.78,3.17,1.69,-1717261000.0,418.0,72.54,135.19
3029.TW,2025-12-31,14.31,6.65,,3.84,4.86,867361000.0,586.0,53.78,89.02
3029.TW,2025-06-30,12.3,6.3,1.69,4.45,4.59,844366000.0,586.0,54.43,90.54
3030.TW,2025-12-31,60.64,34.33,,7.14,32.97,811121000.0,202.0,21.0,84.96
3030.TW,2025-06-30,58.38,39.74,2.21,6.44,21.93,7524000.0,202.0,32.13,146.92
3031.TW,2025-12-31,30.45,11.75,,1.13,11.03,45458000.0,426.0,15.21,102.58
3031.TW,2025-09-30,28.42,8.91,0.15,0.89,8.7,99170000.0,426.0,15.68,39.65
3032.TW,2025-12-31,19.78,5.49,,-19.0,-21.25,830183000.0,446.0,83.23,-22.48
3032.TW,2025-09-30,25.09,13.11,0.76,2.36,2.62,657383000.0,446.0,79.82,128.97
3033.TW,2025-12-31,5.24,2.39,,3.49,1.34,-2565325000.0,654.0,75.73,134.99
3033.TW,2025-09-30,5.11,2.31,0.62,3.24,1.25,-656541000.0,654.0,75.88,136.67
3034.TW,2025-12-31,38.19,16.92,,5.45,16.17,3189406000.0,733.0,30.43,87.45
3034.TW,2025-06-30,36.3,18.44,6.14,6.27,14.3,1740036000.0,733.0,44.83,104.8
3035.TW,2025-12-31,42.16,2.91,,1.53,7.39,-515573000.0,216.0,28.54,28.18
3035.TW,2025-06-30,24.18,0.66,0.1,0.2,0.57,2073371000.0,216.0,33.23,66.82
3037.TW,2025-12-31,15.77,6.82,,3.3,10.19,4006747000.0,29.0,58.17,57.0
3037.TW,2025-09-30,,,1.42,,,,29.0,,
3036.TW,2025-09-30,3.74,1.8,3.38,4.22,1.16,6767482000.0,268.0,81.0,123.36
3036.TW,2025-06-30,4.32,1.85,2.27,3.55,1.09,205444000.0,268.0,79.95,121.59
3038.TW,2025-12-31,20.87,0.09,,1.58,6.09,142177000.0,585.0,32.62,2.35
3038.TW,2025-09-30,22.68,4.69,0.54,3.08,10.41,202738000.0,585.0,33.35,38.33
3040.TW,2025-12-31,58.07,-3.25,,0.07,2.79,-4890000.0,199.0,21.71,-115.88
3040.TW,2025-09-30,55.93,3.14,-0.08,-0.37,-16.45,-6694000.0,199.0,29.34,9.92
3041.TW,2025-12-31,5.61,-178.54,,-12.5,-105.12,-59326000.0,,62.89,80.19
3041.TW,2025-09-30,36.06,-34.33,-1.02,-7.29,-33.91,-114819000.0,,57.66,142.95
3042.TW,2025-12-31,32.18,14.01,,2.81,13.58,1067735000.0,566.0,26.5,79.23
3042.TW,2025-09-30,31.17,14.11,1.49,3.38,14.64,745115000.0,566.0,30.86,78.37
3043.TW,2025-12-31,24.04,-4.09,,-10.61,-42.07,-236223000.0,,57.36,10.16
3043.TW,2025-09-30,8.98,-15.55,-0.08,-0.36,-1.73,6792000.0,,51.64,604.7
3044.TW,2025-12-31,25.47,17.05,,4.57,13.02,3631664000.0,297.0,44.9,92.75
3044.TW,2025-09-30,26.76,18.64,5.6,5.95,15.23,1845490000.0,297.0,45.45,92.17
3045.TW,2025-12-31,19.71,10.71,,4.11,6.84,10315540000.0,411.0,59.71,108.92
3045.TW,2025-09-30,21.31,11.26,1.17,4.01,7.79,9348033000.0,411.0,61.43,106.66
3046.TW,2025-12-31,7.79,4.07,,3.22,2.73,126215000.0,648.0,56.79,78.44
3046.TW,2025-09-30,9.26,5.76,1.42,6.97,5.6,311060000.0,648.0,56.53,86.79
3047.TW,2025-12-31,23.52,-25.59,,-2.85,-12.78,-164142000.0,192.0,47.63,129.19
3047.TW,2025-09-30,29.32,-15.22,-0.26,-1.73,-8.08,104888000.0,192.0,46.32,160.46
3048.TW,2025-12-31,3.5,1.71,,4.17,0.74,-3978703000.0,,80.01,182.29
3048.TW,2025-09-30,3.29,1.38,0.7,4.1,0.66,401460000.0,,83.99,172.18
3050.TW,2025-12-31,27.89,-0.66,,0.13,1.2,-17134000.0,383.0,47.85,-24.36
3050.TW,2025-09-30,37.47,7.88,0.19,0.98,9.0,97254000.0,383.0,46.85,61.97
3049.TW,2025-12-31,-12.51,-21.0,,0.22,3.59,-151150000.0,,45.62,-108.19
