Ticker SYMBOL,資料年月日,毛利率(%),營業利益率(%),單季EPS,ROE(%),稅後淨利率(%),營業現金流,預估殖利率(%),負債比率(%),本業獲利比(%)
4720.TW,2025-09-30,22.35,1.82,0.24,1.6,3.07,4902000.0,571.0,50.2,45.2
4722.TW,2025-12-31,17.84,5.12,,2.12,7.82,-98195000.0,88.0,52.93,48.34
4722.TW,2025-09-30,18.72,8.56,0.8,2.67,8.41,-2608000.0,88.0,51.09,76.63
4736.TW,2025-12-31,39.2,15.03,,3.72,36.6,415544000.0,816.0,20.81,35.9
4736.TW,2025-09-30,39.84,17.29,6.41,6.31,56.93,330346000.0,816.0,23.91,26.54
4737.TW,2025-12-31,39.56,-22.84,,-5.27,-21.65,66435000.0,,69.22,82.78
4737.TW,2025-09-30,27.49,-14.04,-0.89,-3.26,-13.2,142463000.0,,66.75,68.15
4739.TW,2025-12-31,14.91,8.56,,1.8,6.28,-179959000.0,124.0,46.59,107.55
4739.TW,2025-09-30,12.28,7.03,0.68,1.31,4.78,120292000.0,124.0,43.15,94.26
4746.TW,2025-12-31,41.59,19.13,,1.7,11.3,298064000.0,540.0,37.32,183.73
4746.TW,2025-09-30,42.37,15.36,2.68,3.79,27.93,276588000.0,540.0,36.82,52.52
4755.TW,2025-12-31,22.24,10.75,,2.44,10.5,418755000.0,254.0,36.42,79.28
4755.TW,2025-09-30,20.51,6.78,0.95,1.85,8.15,227423000.0,254.0,38.11,69.91
4763.TW,2025-12-31,57.83,50.09,,5.7,41.32,410430000.0,1281.0,8.09,99.47
4763.TW,2025-09-30,60.33,52.73,1.16,6.41,47.07,-157672000.0,1281.0,10.27,96.74
4764.TW,2025-12-31,23.48638,7.924712,,2.210602,6.592579,72122000.0,51.0,50.92667,91.440026
4764.TW,2025-09-30,17.970439,3.716217,0.24,0.954357,3.06228,116130000.0,51.0,52.619108,84.597212
4766.TW,2025-12-31,33.74,16.56,,3.63,9.45,1148109000.0,617.0,44.36,110.45
4766.TW,2025-09-30,33.85,16.5,4.97,4.2,10.14,848064000.0,617.0,46.92,105.77
4770.TW,2025-12-31,28.63,14.81,,1.75,13.69,387314000.0,277.0,20.5,87.87
4770.TW,2025-09-30,29.73,19.56,3.04,3.1,17.47,346240000.0,277.0,19.17,91.35
4771.TW,2025-12-31,41.32,29.12,,4.66,21.61,262488000.0,308.0,37.57,91.88
4771.TW,2025-09-30,40.01,27.46,3.27,4.7,22.59,242316000.0,308.0,37.28,87.82
4807.TW,2025-12-31,18.47,4.68,,1.43,2.4,292502000.0,,43.08,133.62
4807.TW,2025-09-30,16.21,5.38,0.55,2.68,3.48,-193753000.0,,53.72,105.91
4904.TW,2025-12-31,27.1,14.4,,3.92,11.22,8762128000.0,385.0,48.56,102.02
4904.TW,2025-09-30,31.0,16.13,0.96,3.84,13.06,7779253000.0,385.0,50.59,99.74
4906.TW,2025-12-31,14.16,-1.55,,0.71,2.31,416405000.0,382.0,38.03,-54.41
4906.TW,2025-09-30,16.35,1.0,0.35,1.32,4.36,1114558000.0,382.0,32.89,15.72
4915.TW,2025-12-31,17.61,4.04,,2.15,2.96,1088667000.0,592.0,59.94,109.88
4915.TW,2025-06-30,17.46,4.79,1.58,4.21,5.03,1096208000.0,592.0,63.48,77.57
4912.TW,2025-12-31,22.1,9.64,,-1.26,-2.6,-66379000.0,137.0,56.92,317.77
4912.TW,2025-09-30,24.07,7.55,1.01,1.74,4.43,-61020000.0,137.0,55.38,115.05
4919.TW,2025-12-31,34.28,-9.81,,-5.29,-9.86,349046000.0,43.0,56.26,104.31
4919.TW,2025-06-30,34.9,-3.81,-1.61,-4.8,-8.63,201759000.0,43.0,58.1,46.14
4916.TW,2025-12-31,18.73,8.01,,2.47,6.95,1741000.0,69.0,38.55,96.21
4916.TW,2025-09-30,20.0,8.46,0.43,1.99,6.66,9619000.0,69.0,29.97,89.2
4930.TW,2025-12-31,13.7,-2.93,,0.07,0.34,295580000.0,308.0,43.75,-717.95
4930.TW,2025-09-30,14.63,1.98,0.35,0.46,1.63,-110802000.0,308.0,44.49,55.0
4927.TW,2025-12-31,-13.35,-27.66,,-15.72,-34.66,-264999000.0,,69.85,77.9
4927.TW,2025-09-30,-2.27,-15.02,-2.24,-7.85,-17.45,-375769000.0,,65.65,85.78
4934.TW,2025-12-31,-156.07,-456.2,,-3.77,-248.41,-104401000.0,,29.49,102.04
4934.TW,2025-09-30,-105.24,-346.95,-0.17,-2.19,-135.87,-60470000.0,,26.86,122.68
4935.TW,2025-12-31,14.61,-1.85,,0.5,3.54,207070000.0,621.0,20.56,-48.45
4935.TW,2025-09-30,14.61,1.97,0.62,1.03,5.65,134689000.0,621.0,22.5,31.8
4942.TW,2025-12-31,25.41,12.76,,2.01,10.94,153716000.0,517.0,23.05,89.44
4942.TW,2025-09-30,22.38,9.2,0.84,1.4,7.97,-50262000.0,517.0,23.93,79.68
4938.TW,2025-12-31,4.09,1.39,,2.14,1.65,-3983029000.0,513.0,60.45,50.09
4938.TW,2025-09-30,4.23,1.25,1.69,1.99,1.76,20352469000.0,513.0,62.84,41.93
4943.TW,2025-12-31,-0.24,-21.73,,-16.22,-9.55,3445000.0,,90.44,170.37
4943.TW,2025-09-30,0.08,-22.62,0.4,20.62,11.64,-8037000.0,,90.11,112.34
4949.TW,2025-12-31,39.01,8.84,,1.73,4.68,-11890000.0,218.0,27.17,132.08
4949.TW,2025-09-30,38.1,9.83,0.71,3.05,9.04,-23983000.0,218.0,26.89,86.85
4952.TW,2025-12-31,29.03,-6.78,,0.11,0.51,49574000.0,575.0,23.41,-1111.24
4952.TW,2025-06-30,36.25,11.93,0.51,2.73,8.42,-9261000.0,575.0,33.16,118.73
4956.TW,2025-12-31,13.88,0.61,,1.42,7.18,212893000.0,,40.22,8.22
4956.TW,2025-09-30,3.22,-5.9,-0.04,-0.26,-1.12,34106000.0,,40.65,331.82
4960.TW,2025-12-31,-8.25,-18.56,,-3.57,-11.65,102161000.0,,43.41,170.33
4960.TW,2025-09-30,-2.75,-14.08,-0.39,-2.91,-10.15,-84876000.0,,45.87,173.54
4958.TW,2025-12-31,22.56,10.41,,1.85,5.56,12209796000.0,225.0,39.04,104.38
4958.TW,2025-09-30,21.98,9.64,2.34,1.56,5.05,-2847199000.0,225.0,44.03,97.92
4961.TW,2025-12-31,27.76,2.24,,0.84,4.77,81320000.0,864.0,14.26,34.34
4961.TW,2025-06-30,28.63,9.75,2.61,1.52,6.25,1290008000.0,864.0,20.2,86.52
4967.TW,2025-12-31,22.48,16.55,,16.8,12.83,-3300465000.0,144.0,67.7,102.7
4967.TW,2025-09-30,13.28,6.31,2.34,4.95,4.79,1410739000.0,144.0,58.13,105.12
4968.TW,2025-12-31,39.23,8.31,,4.33,12.5,107333000.0,107.0,25.14,55.44
4968.TW,2025-06-30,35.45,8.36,-0.32,-1.17,-2.98,303457000.0,107.0,27.6,-221.61
4976.TW,2025-12-31,-18.42,-38.68,,-3.03,-29.01,-26383000.0,,14.43,144.64
4976.TW,2025-09-30,-18.87,-36.3,-0.52,-3.11,-27.76,13591000.0,,14.69,133.48
4977.TW,2025-12-31,25.94,6.54,,1.86,29.69,218065000.0,126.0,15.28,21.22
4977.TW,2025-09-30,27.06,11.9,1.01,2.17,28.69,24165000.0,126.0,18.8,37.09
4989.TW,2025-12-31,1.45,-2.64,,-1.31,-2.42,-125135000.0,,31.42,224.93
4989.TW,2025-09-30,-15.08,-19.84,-0.85,-7.84,-19.0,-134274000.0,,28.56,117.87
4994.TW,2025-12-31,65.3,6.58,,1.6,5.62,37234000.0,918.0,29.85,99.41
4994.TW,2025-09-30,67.05,12.53,0.49,3.21,10.56,30075000.0,918.0,22.85,99.53
4999.TW,2025-12-31,9.54,-7.38,,-0.75,-4.66,45066000.0,468.0,16.46,150.08
4999.TW,2025-09-30,10.06,-8.61,-0.19,-0.44,-2.87,-62858000.0,468.0,17.29,299.88
5007.TW,2025-12-31,26.27,18.3,,3.83,19.01,438855000.0,542.0,13.89,73.12
5007.TW,2025-09-30,21.96,13.57,0.74,3.04,14.16,114981000.0,542.0,12.89,78.21
5203.TW,2025-12-31,83.44,16.62,,1.79,12.69,39053000.0,612.0,23.57,81.46
5203.TW,2025-06-30,85.8,15.27,-0.38,-0.71,-5.05,-661959000.0,612.0,27.95,-476.75
5222.TW,2025-12-31,53.91,24.24,,2.21,20.98,107887000.0,204.0,15.99,92.43
5222.TW,2025-06-30,59.07,32.06,0.41,1.53,15.61,58684000.0,204.0,18.12,183.81
5215.TW,2025-12-31,16.19,0.05,,1.12,6.25,32588000.0,681.0,22.69,0.57
5215.TW,2025-09-30,27.76,11.97,1.52,2.8,13.55,-6242000.0,681.0,21.05,71.27
5225.TW,2025-12-31,12.37,0.14,,1.36,2.19,-180224000.0,928.0,46.71,6.5
5225.TW,2025-06-30,17.86,9.25,2.99,8.09,9.26,237769000.0,928.0,51.88,93.46
5234.TW,2025-12-31,41.27,18.23,,5.92,17.62,434893000.0,182.0,31.02,89.0
5234.TW,2025-09-30,39.68,17.65,1.9,5.9,16.5,226868000.0,182.0,31.39,91.44
5243.TW,2025-12-31,20.92,7.13,,2.11,6.0,441755000.0,160.0,39.94,96.24
5243.TW,2025-09-30,25.33,10.66,1.21,2.64,7.35,782178000.0,160.0,37.84,114.29
5244.TW,2025-12-31,32.09,-11.97,,-0.52,-4.03,-74719000.0,373.0,33.55,1139.36
5244.TW,2025-09-30,38.74,5.59,0.42,1.67,12.99,57453000.0,373.0,32.57,31.31
5269.TW,2025-12-31,51.26,22.66,,4.15,42.6,2666744000.0,283.0,11.4,47.84
5269.TW,2025-09-30,51.04,29.21,21.17,4.85,39.65,800118000.0,283.0,9.63,64.78
5258.TW,2025-12-31,35.25,10.72,,6.25,12.65,446471000.0,537.0,51.41,63.1
5258.TW,2025-09-30,36.14,11.33,1.26,3.2,6.75,44423000.0,537.0,50.24,103.89
5283.TW,2025-12-31,26.49,6.34,,2.56,8.46,107292000.0,128.0,35.09,66.24
5283.TW,2025-09-30,36.32,11.86,1.82,4.1,11.7,718610000.0,128.0,40.71,82.43
5284.TW,2025-12-31,42.06,23.19,,4.06,13.32,-29128000.0,54.0,49.97,125.77
5284.TW,2025-09-30,35.49,14.27,4.56,7.0,24.48,222086000.0,54.0,51.55,46.18
5285.TW,2025-12-31,14.66,5.28,,1.81,4.26,189073000.0,415.0,44.06,95.07
5285.TW,2025-09-30,12.63,4.21,0.55,1.99,3.99,28392000.0,415.0,46.16,78.79
5288.TW,2025-12-31,22.37,13.2,,3.94,13.53,55071000.0,606.0,17.51,76.93
5288.TW,2025-06-30,21.37,12.02,1.45,1.86,6.4,509241000.0,606.0,24.93,122.33
5292.TW,2025-12-31,25.5,19.03,,6.69,17.33,678670000.0,193.0,55.42,87.34
5292.TW,2025-09-30,21.29,15.39,2.23,5.26,12.8,179996000.0,193.0,54.2,95.03
5306.TW,2025-12-31,44.73,18.34,,1.97,16.84,258303000.0,433.0,35.83,82.44
5306.TW,2025-09-30,45.34,23.41,1.65,2.6,19.6,164586000.0,433.0,36.08,94.69
5388.TW,2025-12-31,13.97,2.44,,1.68,1.71,-901866000.0,313.0,67.01,119.8
5388.TW,2025-06-30,16.58,3.07,1.11,2.29,2.74,1144323000.0,313.0,68.23,90.82
5434.TW,2025-12-31,13.32,6.26,,6.05,7.07,1490593000.0,362.0,51.72,70.23
5434.TW,2025-06-30,11.71,5.99,4.71,5.29,5.38,819026000.0,362.0,55.02,82.56
5469.TW,2025-12-31,17.63,7.85,,1.01,3.53,2004365000.0,318.0,52.25,79.79
5469.TW,2025-06-30,20.93,12.7,1.15,1.35,3.57,2359788000.0,318.0,60.1,125.23
5471.TW,2025-12-31,41.07,1.05,,1.03,5.25,48628000.0,271.0,11.82,16.19
5471.TW,2025-09-30,39.65,1.81,0.24,1.19,6.18,23368000.0,271.0,12.06,23.61
5484.TW,2025-12-31,24.06,-5.39,,1.13,3.15,-18062000.0,,47.42,-82.79
5484.TW,2025-09-30,21.72,-18.08,0.4,5.48,20.91,-17356000.0,,48.37,-86.44
5515.TW,2025-12-31,18.05,10.5,,6.03,15.42,1986342000.0,595.0,52.35,58.03
5515.TW,2025-09-30,20.32,14.29,2.2,9.21,23.59,73519000.0,595.0,46.24,52.81
5519.TW,2025-12-31,34.27,17.21,,2.31,14.45,429941000.0,904.0,57.93,94.19
5519.TW,2025-09-30,35.35,28.97,3.49,12.69,23.3,1957332000.0,904.0,59.69,99.83
5521.TW,2025-12-31,7.72,4.0,,1.27,3.54,923430000.0,,59.27,113.54
5521.TW,2025-09-30,8.56,4.58,0.23,2.07,5.18,1267091000.0,,58.0,93.34
5522.TW,2025-12-31,33.87,26.37,,8.85,20.78,10738930000.0,757.0,53.78,100.74
5522.TW,2025-09-30,36.01,26.8,2.32,3.94,20.88,2597534000.0,757.0,58.42,99.98
5525.TW,2025-12-31,37.85,29.04,,8.97,25.77,679457000.0,304.0,73.42,98.45
5525.TW,2025-09-30,50.15,-33.79,-0.08,-0.5,-27.63,-340361000.0,304.0,74.72,105.89
5533.TW,2025-12-31,32.28,13.87,,0.4,16.25,2000000.0,694.0,18.47,75.59
5533.TW,2025-09-30,31.12,7.83,0.06,0.19,8.88,-222737000.0,694.0,18.29,74.45
5531.TW,2025-12-31,28.82,-115.41,,-1.51,-87.75,83129000.0,,77.93,96.75
5531.TW,2025-09-30,24.56,-16.38,0.38,3.81,61.12,34975000.0,,77.05,-25.59
5534.TW,2025-12-31,34.07,24.46,,5.2,20.73,1787419000.0,697.0,56.42,97.74
5534.TW,2025-09-30,42.22,34.43,1.26,1.86,24.94,464439000.0,697.0,59.95,98.33
5538.TW,2025-12-31,11.22,5.05,,2.04,4.57,-286501000.0,509.0,49.17,88.72
5538.TW,2025-09-30,13.64,6.88,0.86,2.47,5.38,-44276000.0,509.0,48.33,108.8
5607.TW,2025-12-31,47.07,33.87,,2.17,20.98,703866000.0,241.0,59.3,127.87
5607.TW,2025-06-30,50.04,37.33,0.78,2.82,29.62,427019000.0,241.0,61.35,126.71
5546.TW,2025-12-31,5.83,-7.48,,-4.68,-24.95,-91459000.0,1194.0,59.7,40.64
5546.TW,2025-09-30,7.0,-4.41,-0.04,-0.16,-0.73,60581000.0,1194.0,60.4,-1544.37
5608.TW,2025-12-31,16.39,7.28,,0.05,0.55,296779000.0,,47.3,-197.23
5608.TW,2025-09-30,11.09,1.59,-0.23,-0.99,-11.7,358208000.0,,49.74,-9.17
5706.TW,2025-12-31,15.37,7.89,,3.04,7.98,27411000.0,534.0,40.0,75.39
5706.TW,2025-09-30,15.76,8.05,1.37,6.08,15.03,215855000.0,534.0,43.2,46.45
5871.TW,2025-12-31,36.79,-39.58,,2.44,87.02,1004698000.0,567.0,79.97,-30.16
5871.TW,2025-09-30,38.52,-41.55,2.65,2.45,78.43,10418503000.0,567.0,80.67,-35.66
5876.TW,2025-12-31,,,,0.88,19.01,25428105000.0,455.0,88.72,
5876.TW,2025-09-30,,,0.95,1.75,37.76,-28956573000.0,455.0,89.05,
5880.TW,2025-12-31,,,,1.79,26.59,5682277000.0,296.0,94.7,
5880.TW,2025-09-30,,,0.38,2.21,30.9,30849938000.0,296.0,94.93,
5906.TW,2025-12-31,52.59,3.12,,1.06,1.47,65498000.0,170.0,65.09,175.1
5906.TW,2025-09-30,56.3,0.15,-0.16,-0.86,-1.63,11604000.0,170.0,63.87,-9.52
5907.TW,2025-12-31,85.3,-1.57,,-7.76,-42.02,339502000.0,,82.03,3.84
5907.TW,2025-09-30,87.2,-14.75,-1.04,-5.17,-33.81,79240000.0,,81.22,42.39
6005.TW,2025-12-31,91.13,60.8,,3.35,18.96,-25840777000.0,541.0,85.95,244.66
6005.TW,2025-09-30,88.38,58.51,0.94,4.25,25.62,-1496525000.0,541.0,85.59,189.09
6024.TW,2025-12-31,48.65,-6.9,,3.53,51.73,399406000.0,506.0,85.93,-10.75
6024.TW,2025-09-30,46.77,-15.47,1.43,3.56,57.5,1141366000.0,506.0,85.47,-22.31
6108.TW,2025-12-31,-3.33,-15.74,,0.14,0.45,121157000.0,615.0,49.68,279.91
6108.TW,2025-09-30,6.64,-5.05,-0.15,-0.73,-1.96,105251000.0,615.0,53.88,284.5
6112.TW,2025-12-31,15.74,2.53,,2.15,2.07,510632000.0,140.0,62.2,73.81
6112.TW,2025-06-30,12.87,1.8,0.13,0.51,0.43,-265026000.0,140.0,62.93,117.43
6115.TW,2025-12-31,16.11,10.19,,2.91,7.96,176536000.0,682.0,36.55,90.84
6115.TW,2025-09-30,17.37,12.36,1.12,4.27,10.56,-54730000.0,682.0,38.28,86.87
6116.TW,2025-12-31,-19.45,-38.25,,-2.45,-30.06,-411243000.0,,21.06,126.25
6116.TW,2025-09-30,-16.68,-32.52,0.11,0.99,11.88,-38689000.0,,22.43,-237.9
6117.TW,2025-12-31,33.28,15.56,,6.46,17.26,453530000.0,312.0,62.25,82.25
6117.TW,2025-09-30,31.87,16.42,1.27,6.16,14.58,11447000.0,312.0,61.26,86.06
6120.TW,2025-12-31,5.63,-1.53,,-0.08,-0.18,136882000.0,216.0,45.27,-256.28
6120.TW,2025-09-30,5.48,-1.6,-0.05,-0.37,-0.78,-281628000.0,216.0,47.86,1521.44
6128.TW,2025-12-31,37.28,1.24,,-0.29,-0.62,231272000.0,239.0,57.06,-355.71
6128.TW,2025-09-30,36.0,0.7,-10.36,-49.43,-105.74,106109000.0,239.0,58.31,-0.66
6133.TW,2025-12-31,26.5,15.09,,2.71,10.63,37042000.0,137.0,34.01,113.46
6133.TW,2025-09-30,26.47,11.8,0.24,1.91,7.71,-31541000.0,137.0,35.54,103.32
6136.TW,2025-12-31,18.98,-15.0,,-0.18,-3.29,23258000.0,473.0,11.52,105.53
6136.TW,2025-09-30,25.93,-13.98,0.83,2.78,57.89,124756000.0,473.0,9.5,-26.14
6139.TW,2025-12-31,19.6,17.2,,11.58,11.96,6624868000.0,267.0,67.98,83.71
6139.TW,2025-09-30,18.01,16.11,10.61,11.5,10.19,12928754000.0,267.0,73.21,98.01
6141.TW,2025-12-31,3.31,-14.41,,-47.28,-72.24,14095000.0,,87.99,16.45
6141.TW,2025-09-30,5.94,-13.09,-0.51,-5.28,-13.26,-256719000.0,,80.64,72.68
6142.TW,2025-12-31,1.82,-20.88,,-1.01,-7.75,46896000.0,,30.0,269.23
6142.TW,2025-09-30,10.07,-8.81,0.07,0.84,4.87,-93726000.0,,29.06,-180.97
6152.TW,2025-12-31,10.85,-16.87,,-3.35,-9.27,-304128000.0,,56.6,640.63
6152.TW,2025-09-30,12.65,-22.97,-0.19,-2.5,-8.65,-38840000.0,,55.45,269.03
6153.TW,2025-12-31,-20.19,-43.32,,-10.55,-79.81,49521000.0,,43.36,54.32
6153.TW,2025-09-30,-18.99,-35.0,-0.75,-4.75,-31.75,-110164000.0,,41.38,110.43
6155.TW,2025-12-31,23.56,2.68,,1.8,18.35,41533000.0,238.0,24.32,13.36
6155.TW,2025-09-30,23.04,2.85,0.66,3.65,35.4,71840000.0,238.0,29.07,6.79
6164.TW,2025-12-31,31.72,-4.21,,0.42,2.46,77903000.0,431.0,35.78,-106.15
6164.TW,2025-09-30,28.95,-7.6,0.05,0.49,2.85,25227000.0,431.0,40.42,-168.26
6165.TW,2025-12-31,30.75,10.59,,4.85,9.65,140436000.0,130.0,51.19,90.66
6165.TW,2025-09-30,29.54,10.68,0.92,4.2,8.47,108385000.0,130.0,49.13,97.72
6166.TW,2025-12-31,36.68,6.68,,3.21,5.78,553756000.0,164.0,56.21,90.58
6166.TW,2025-09-30,36.71,8.5,1.28,5.25,9.09,407705000.0,164.0,58.72,77.03
6168.TW,2025-12-31,20.28,-9.06,,0.07,0.46,88625000.0,,16.91,-585.82
6168.TW,2025-09-30,27.39,1.93,0.14,0.94,5.23,-19871000.0,,17.22,32.31
6176.TW,2025-12-31,21.13,9.47,,2.55,7.87,1533259000.0,1153.0,47.58,79.55
6176.TW,2025-06-30,21.45,13.37,1.78,2.67,6.57,1338207000.0,1153.0,52.52,121.95
6177.TW,2025-12-31,35.8,28.58,,16.87,28.0,3065075000.0,746.0,73.64,85.74
6177.TW,2025-06-30,24.71,3.12,-0.1,-0.48,-9.05,-1793950000.0,746.0,78.54,-57.09
6183.TW,2025-12-31,41.35,19.75,,4.69,16.64,290297000.0,350.0,38.2,95.39
6183.TW,2025-06-30,43.11,25.45,0.89,5.35,21.47,96117000.0,350.0,41.57,104.04
6184.TW,2025-12-31,52.16,27.75,,0.04,0.49,132919000.0,670.0,35.62,374.53
6184.TW,2025-09-30,52.7,28.14,0.71,2.3,22.38,219756000.0,670.0,39.27,94.35
6189.TW,2025-12-31,8.7,3.89,,3.58,3.39,388358000.0,895.0,56.68,78.13
6189.TW,2025-09-30,8.45,4.17,1.11,4.62,4.09,-151952000.0,895.0,57.27,72.72
6191.TW,2025-12-31,17.33,7.61,,2.91,8.24,1656378000.0,341.0,56.54,61.09
6191.TW,2025-06-30,20.95,12.96,1.47,3.59,7.23,1489006000.0,341.0,65.35,121.11
6192.TW,2025-12-31,30.66,14.86,,3.06,11.41,611051000.0,502.0,37.84,96.79
6192.TW,2025-09-30,32.64,15.36,2.62,3.52,14.93,296721000.0,502.0,38.24,85.48
6196.TW,2025-12-31,10.55,4.47,,4.74,5.24,3720869000.0,209.0,71.81,72.51
6196.TW,2025-09-30,11.0,3.25,5.49,7.75,10.31,2558097000.0,209.0,70.65,27.82
6197.TW,2025-12-31,36.93,21.12,,5.96,16.98,583482000.0,444.0,39.09,97.19
6197.TW,2025-06-30,34.44,21.74,2.02,6.15,13.14,58437000.0,444.0,48.72,119.06
6201.TW,2025-12-31,22.34,9.36,,2.06,7.84,-42201000.0,786.0,21.32,103.57
6201.TW,2025-06-30,23.55,12.45,0.94,3.23,9.32,93465000.0,786.0,32.69,102.61
6202.TW,2025-12-31,40.65,1.84,,0.84,4.9,69793000.0,,28.32,39.26
6202.TW,2025-06-30,37.4,7.03,0.1,0.61,2.59,145412000.0,,37.08,144.92
6205.TW,2025-12-31,39.47,8.63,,1.51,13.7,104562000.0,315.0,30.47,48.93
6205.TW,2025-06-30,38.71,14.75,0.18,0.58,3.82,72348000.0,315.0,35.55,257.21
6206.TW,2025-12-31,45.24,22.65,,4.27,20.65,196046000.0,620.0,15.07,91.25
6206.TW,2025-06-30,43.86,26.23,1.49,4.5,15.72,123733000.0,620.0,28.08,137.06
6209.TW,2025-12-31,20.93,8.0,,2.4,6.18,63441000.0,,35.85,89.08
6209.TW,2025-09-30,23.42,7.11,0.38,2.3,7.38,25760000.0,,31.72,83.28
6213.TW,2025-12-31,14.14,7.02,,2.01,4.8,355604000.0,106.0,44.35,97.59
6213.TW,2025-09-30,13.73,5.77,0.89,1.65,4.2,744017000.0,106.0,43.18,85.53
6214.TW,2025-12-31,24.72,3.06,,3.56,5.97,3011955000.0,484.0,49.9,44.02
6214.TW,2025-09-30,18.94,2.75,2.07,3.07,4.46,-236923000.0,484.0,50.29,47.98
6215.TW,2025-12-31,26.16,9.7,,4.16,9.51,84736000.0,159.0,39.32,82.96
6215.TW,2025-09-30,24.42,7.68,0.62,3.47,7.35,-95811000.0,159.0,40.69,86.62
6216.TW,2025-12-31,41.42,-4.77,,1.07,12.4,-12482000.0,1016.0,6.27,-35.97
6216.TW,2025-06-30,49.19,18.65,-0.33,-1.92,-15.25,32822000.0,1016.0,21.61,-70.67
6224.TW,2025-12-31,22.79,-5.84,,-1.19,-3.83,21457000.0,314.0,45.22,116.49
6224.TW,2025-09-30,26.85,-2.21,0.14,0.54,1.68,22658000.0,314.0,45.29,-104.46
6225.TW,2025-12-31,43.68,2.22,,4.05,15.69,3491000.0,,11.55,14.13
6225.TW,2025-09-30,53.83,-10.03,-0.11,-3.64,-25.54,1082000.0,,14.81,39.26
6226.TW,2025-12-31,28.7,-8.32,,-1.03,-7.98,6702000.0,,43.21,128.15
6226.TW,2025-09-30,29.95,-6.59,0.05,0.5,3.52,-27295000.0,,44.65,-206.95
6230.TW,2025-12-31,17.0,1.66,,-1.72,-3.97,131944000.0,16.0,43.95,-31.77
6230.TW,2025-09-30,9.69,-6.77,-2.1,-3.23,-7.81,-203137000.0,16.0,44.62,59.91
6235.TW,2025-12-31,26.37,9.21,,2.22,6.23,401378000.0,261.0,51.73,120.02
6235.TW,2025-09-30,25.48,7.72,0.66,2.8,7.67,553994000.0,261.0,52.93,76.7
6239.TW,2025-12-31,18.64,12.6,,2.61,8.71,5236465000.0,347.0,42.13,88.4
6239.TW,2025-06-30,15.92,10.17,1.3,1.44,5.31,5259341000.0,347.0,39.66,117.06
6243.TW,2025-12-31,42.09,-14.45,,-1.2,-7.62,28481000.0,419.0,33.9,231.99
6243.TW,2025-09-30,43.4,-0.73,0.05,0.28,1.39,15170000.0,419.0,34.6,-12.02
6257.TW,2025-12-31,29.71,20.18,,4.25,20.08,2087086000.0,268.0,42.18,84.04
6257.TW,2025-06-30,31.44,23.44,0.69,1.55,7.02,1131840000.0,268.0,46.15,260.6
6269.TW,2025-12-31,1.02,-15.06,,-2.59,-10.65,-256594000.0,,36.45,111.06
6269.TW,2025-09-30,1.35,-13.77,-1.92,-2.65,-10.03,-106154000.0,,36.13,112.9
6271.TW,2025-12-31,28.89,14.31,,1.75,16.57,531009000.0,198.0,22.18,75.92
6271.TW,2025-06-30,26.6,13.89,0.34,0.27,2.37,2036300000.0,198.0,26.22,547.6
6272.TW,2025-12-31,24.18,5.1,,1.74,3.79,197266000.0,256.0,51.41,82.67
6272.TW,2025-09-30,27.6,11.22,1.33,6.06,8.84,73893000.0,256.0,61.22,92.34
6277.TW,2025-12-31,57.59,13.93,,1.91,6.79,303764000.0,666.0,30.48,132.34
6277.TW,2025-09-30,58.62,11.95,0.84,2.14,8.46,163337000.0,666.0,30.85,96.24
6281.TW,2025-12-31,21.75,1.87,,2.23,1.55,815945000.0,594.0,67.92,96.03
6281.TW,2025-06-30,18.19,2.5,1.12,4.11,2.07,176885000.0,594.0,71.95,96.79
6278.TW,2025-12-31,13.06,6.96,,3.17,6.03,2096039000.0,584.0,55.48,88.26
6278.TW,2025-06-30,12.14,6.67,1.64,2.37,3.81,723196000.0,584.0,59.03,140.61
6282.TW,2025-12-31,26.58,3.9,,2.1,5.23,552169000.0,114.0,55.41,97.17
6282.TW,2025-09-30,25.22,3.49,0.26,1.16,3.15,370385000.0,114.0,53.41,71.53
6283.TW,2025-12-31,21.0,-2.16,,-0.13,-0.57,72247000.0,,25.66,-51.48
6283.TW,2025-09-30,25.0,11.53,0.29,2.27,7.09,-20936000.0,,27.88,90.73
6285.TW,2025-12-31,14.09,4.06,,2.88,3.65,545717000.0,267.0,54.47,87.78
6285.TW,2025-06-30,11.55,3.2,1.02,1.59,1.79,5231274000.0,267.0,57.23,140.39
6405.TW,2025-12-31,-5553.06,-25797.96,,-0.55,-14973.47,-8604000.0,27.0,0.5,185.26
6405.TW,2025-09-30,-1816.0,-10285.6,-0.12,-0.3,-3047.2,-2530000.0,27.0,0.51,337.9
6409.TW,2025-12-31,29.03,21.36,,5.58,11.5,783231000.0,582.0,44.08,149.46
6409.TW,2025-06-30,28.67,20.08,17.03,20.16,26.22,2012344000.0,582.0,60.68,64.54
6412.TW,2025-12-31,16.17,5.02,,3.08,6.01,1097168000.0,507.0,54.72,72.49
6412.TW,2025-09-30,17.44,8.02,1.84,5.25,8.22,842790000.0,507.0,57.66,81.02
6414.TW,2025-12-31,20.63,8.17,,1.36,2.2,7107347000.0,448.0,61.14,156.13
6414.TW,2025-09-30,21.69,4.23,6.14,1.61,2.83,3602764000.0,448.0,62.2,53.59
6415.TW,2025-12-31,51.19,14.13,,2.14,15.01,23299000.0,93.0,14.53,87.98
